Results for node = 1
    time [m]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   1.9356E+01      6.8012E+02      0.0000E+00      0.0000E+00      1.9223E+02      7.7732E+00   
   1.9526E+01      6.8353E+02      0.0000E+00      0.0000E+00      1.9836E+02      1.6446E+00   
   1.9693E+01      6.8686E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   1.9861E+01      6.9023E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.0030E+01      6.9359E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.0198E+01      6.9696E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.0366E+01      7.0032E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.0534E+01      7.0369E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.0703E+01      7.0705E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.0871E+01      7.1042E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.1039E+01      7.1378E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.1207E+01      7.1715E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.1376E+01      7.2051E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.1544E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.1712E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.1880E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.2049E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.2217E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.2385E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.2553E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.2722E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.2890E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.3058E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.3226E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.3395E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.3563E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.3731E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.3900E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.4068E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.4236E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.4404E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.4573E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.4741E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.4909E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.5077E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.5246E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.5414E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.5582E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.5750E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.5919E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.6087E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.6255E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.6424E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.6592E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.6760E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.6928E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.7097E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.7265E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.7433E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.7601E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.7770E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.7938E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.8106E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.8274E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.8443E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.8611E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.8779E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.8947E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.9116E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.9284E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.9452E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.9621E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.9789E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   2.9957E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.0125E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.0294E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.0462E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.0630E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.0798E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.0967E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.1135E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.1303E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.1471E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.1640E+01      7.2021E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.1808E+01      7.1684E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.1976E+01      7.1347E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.2145E+01      7.1011E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.2313E+01      7.0674E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.2481E+01      7.0338E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.2649E+01      7.0002E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.2817E+01      6.9665E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.2986E+01      6.9329E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.3154E+01      6.8992E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.3322E+01      6.8656E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.3506E+01      6.8288E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.3676E+01      6.7947E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.3854E+01      6.7592E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.4039E+01      6.7221E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.4211E+01      6.6878E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.4390E+01      6.6519E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.4577E+01      6.6145E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.4749E+01      6.5803E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.4927E+01      6.5446E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.5114E+01      6.5072E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.5281E+01      6.4737E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.5456E+01      6.4387E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.5639E+01      6.4021E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.5832E+01      6.3637E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.6000E+01      6.3301E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.6175E+01      6.2949E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.6360E+01      6.2580E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.6554E+01      6.2192E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.6759E+01      6.1782E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.6932E+01      6.1436E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.7114E+01      6.1073E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.7305E+01      6.0690E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.7508E+01      6.0284E+02      0.0000E+00      0.0000E+00      2.0001E+02     -8.7513E-03   
   3.7723E+01      5.9853E+02      1.0636E-02      9.8936E-01      1.9909E+02      9.1182E-01   
   3.7894E+01      5.9511E+02      1.3714E-02      9.8629E-01      1.9729E+02      2.7076E+00   
   3.8075E+01      5.9151E+02      1.5886E-02      9.8411E-01      1.9447E+02      5.5343E+00   
   3.8265E+01      5.8769E+02      1.7627E-02      9.8237E-01      1.9054E+02      9.4558E+00   
   3.8468E+01      5.8364E+02      1.9042E-02      9.8096E-01      1.8548E+02      1.4519E+01   
   3.8684E+01      5.7932E+02      2.0142E-02      9.7986E-01      1.7925E+02      2.0746E+01   
   3.8916E+01      5.7469E+02      2.0910E-02      9.7909E-01      1.7187E+02      2.8126E+01   
   3.9166E+01      5.6969E+02      2.1314E-02      9.7869E-01      1.6339E+02      3.6609E+01   
   3.9344E+01      5.6611E+02      2.1363E-02      9.7864E-01      1.5717E+02      4.2832E+01   
   3.9534E+01      5.6231E+02      2.1217E-02      9.7878E-01      1.5053E+02      4.9468E+01   
   3.9737E+01      5.5826E+02      2.0860E-02      9.7914E-01      1.4353E+02      5.6475E+01   
   3.9954E+01      5.5391E+02      2.0265E-02      9.7974E-01      1.3619E+02      6.3811E+01   
   4.0189E+01      5.4922E+02      1.9400E-02      9.8060E-01      1.2856E+02      7.1444E+01   
   4.0445E+01      5.4411E+02      1.8226E-02      9.8177E-01      1.2064E+02      7.9358E+01   
   4.0718E+01      5.3864E+02      1.6749E-02      9.8325E-01      1.1326E+02      8.6738E+01   
   4.0967E+01      5.3366E+02      1.5250E-02      9.8475E-01      1.0709E+02      9.2907E+01   
   4.1189E+01      5.2922E+02      1.3845E-02      9.8616E-01      1.0183E+02      9.8169E+01   
   4.1388E+01      5.2523E+02      1.2575E-02      9.8742E-01      9.7272E+01      1.0273E+02   
   4.1570E+01      5.2161E+02      1.1446E-02      9.8855E-01      9.3269E+01      1.0673E+02   
   4.1814E+01      5.1673E+02      9.9950E-03      9.9001E-01      8.8087E+01      1.1191E+02   
   4.2030E+01      5.1240E+02      8.7918E-03      9.9121E-01      8.3672E+01      1.1633E+02   
   4.2224E+01      5.0852E+02      7.7900E-03      9.9221E-01      7.9852E+01      1.2015E+02   
   4.2400E+01      5.0500E+02      6.9499E-03      9.9305E-01      7.6504E+01      1.2350E+02   
   4.2611E+01      5.0077E+02      6.0277E-03      9.9397E-01      7.2622E+01      1.2738E+02   
   4.2801E+01      4.9699E+02      5.2804E-03      9.9472E-01      6.9268E+01      1.3073E+02   
   4.2972E+01      4.9356E+02      4.6669E-03      9.9533E-01      6.6331E+01      1.3367E+02   
   4.3165E+01      4.8970E+02      4.0430E-03      9.9596E-01      6.3127E+01      1.3687E+02   
   4.3339E+01      4.8622E+02      3.5397E-03      9.9646E-01      6.0339E+01      1.3966E+02   
   4.3527E+01      4.8246E+02      3.0540E-03      9.9695E-01      5.7426E+01      1.4257E+02   
   4.3696E+01      4.7907E+02      2.6648E-03      9.9734E-01      5.4890E+01      1.4511E+02   
   4.3874E+01      4.7551E+02      2.3007E-03      9.9770E-01      5.2309E+01      1.4769E+02   
   4.4057E+01      4.7186E+02      1.9717E-03      9.9803E-01      4.9754E+01      1.5025E+02   
   4.4241E+01      4.6818E+02      1.6819E-03      9.9832E-01      4.7275E+01      1.5272E+02   
   4.4423E+01      4.6453E+02      1.4312E-03      9.9857E-01      4.4904E+01      1.5510E+02   
   4.4603E+01      4.6095E+02      1.2170E-03      9.9878E-01      4.2659E+01      1.5734E+02   
   4.4777E+01      4.5745E+02      1.0355E-03      9.9896E-01      4.0549E+01      1.5945E+02   
   4.4947E+01      4.5407E+02      8.8249E-04      9.9912E-01      3.8575E+01      1.6142E+02   
   4.5121E+01      4.5057E+02      7.4584E-04      9.9925E-01      3.6614E+01      1.6339E+02   
   4.5297E+01      4.4705E+02      6.2721E-04      9.9937E-01      3.4708E+01      1.6529E+02   
   4.5472E+01      4.4355E+02      5.2621E-04      9.9947E-01      3.2887E+01      1.6711E+02   
   4.5640E+01      4.4019E+02      4.4801E-04      9.9955E-01      3.1210E+01      1.6879E+02   
   4.5815E+01      4.3669E+02      3.7291E-04      9.9963E-01      2.9533E+01      1.7047E+02   
   4.5990E+01      4.3319E+02      3.0929E-04      9.9969E-01      2.7920E+01      1.7208E+02   
   4.6165E+01      4.2969E+02      2.5561E-04      9.9974E-01      2.6372E+01      1.7363E+02   
   4.6340E+01      4.2619E+02      2.1046E-04      9.9979E-01      2.4886E+01      1.7511E+02   
   4.6515E+01      4.2269E+02      1.7264E-04      9.9983E-01      2.3461E+01      1.7654E+02   
   4.6690E+01      4.1919E+02      1.4108E-04      9.9986E-01      2.2096E+01      1.7790E+02   
   4.6865E+01      4.1569E+02      1.1484E-04      9.9989E-01      2.0790E+01      1.7921E+02   
   4.7040E+01      4.1219E+02      9.3111E-05      9.9991E-01      1.9540E+01      1.8046E+02   
   4.7215E+01      4.0869E+02      7.5188E-05      9.9992E-01      1.8346E+01      1.8165E+02   
   4.7390E+01      4.0519E+02      6.0464E-05      9.9994E-01      1.7207E+01      1.8279E+02   
   4.7565E+01      4.0169E+02      4.8419E-05      9.9995E-01      1.6120E+01      1.8388E+02   
   4.7740E+01      3.9819E+02      3.8606E-05      9.9996E-01      1.5084E+01      1.8492E+02   
   4.7915E+01      3.9469E+02      3.0646E-05      9.9997E-01      1.4099E+01      1.8590E+02   
   4.8090E+01      3.9119E+02      2.4218E-05      9.9998E-01      1.3162E+01      1.8684E+02   
   4.8265E+01      3.8769E+02      1.9050E-05      9.9998E-01      1.2272E+01      1.8773E+02   
   4.8440E+01      3.8419E+02      1.4914E-05      9.9999E-01      1.1427E+01      1.8857E+02   
   4.8615E+01      3.8069E+02      1.1619E-05      9.9999E-01      1.0627E+01      1.8937E+02   
   4.8790E+01      3.7719E+02      9.0072E-06      9.9999E-01      9.8692E+00      1.9013E+02   
   4.8965E+01      3.7369E+02      6.9471E-06      9.9999E-01      9.1530E+00      1.9085E+02   
   4.9140E+01      3.7019E+02      5.3302E-06      9.9999E-01      8.4767E+00      1.9152E+02   
   4.9315E+01      3.6669E+02      4.0677E-06      1.0000E+00      7.8388E+00      1.9216E+02   
   4.9490E+01      3.6319E+02      3.0872E-06      1.0000E+00      7.2381E+00      1.9276E+02   
