Results for node = 1
    time [h]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   1.0852E+01      5.1186E+02      1.8560E-01      8.1440E-01      8.1820E+01      1.1818E+02   
   1.0887E+01      5.0980E+02      1.7340E-01      8.2660E-01      7.9881E+01      1.2012E+02   
   1.0920E+01      5.0778E+02      1.6206E-01      8.3794E-01      7.8016E+01      1.2198E+02   
   1.0954E+01      5.0576E+02      1.5122E-01      8.4878E-01      7.6170E+01      1.2383E+02   
   1.0988E+01      5.0373E+02      1.4093E-01      8.5907E-01      7.4350E+01      1.2565E+02   
   1.1022E+01      5.0171E+02      1.3121E-01      8.6879E-01      7.2563E+01      1.2744E+02   
   1.1055E+01      4.9969E+02      1.2206E-01      8.7794E-01      7.0813E+01      1.2919E+02   
   1.1088E+01      4.9769E+02      1.1349E-01      8.8651E-01      6.9103E+01      1.3090E+02   
   1.1122E+01      4.9567E+02      1.0531E-01      8.9469E-01      6.7401E+01      1.3260E+02   
   1.1156E+01      4.9363E+02      9.7559E-02      9.0244E-01      6.5716E+01      1.3428E+02   
   1.1190E+01      4.9162E+02      9.0396E-02      9.0960E-01      6.4086E+01      1.3591E+02   
   1.1223E+01      4.8961E+02      8.3665E-02      9.1633E-01      6.2482E+01      1.3752E+02   
   1.1256E+01      4.8761E+02      7.7371E-02      9.2263E-01      6.0910E+01      1.3909E+02   
   1.1290E+01      4.8559E+02      7.1416E-02      9.2858E-01      5.9349E+01      1.4065E+02   
   1.1324E+01      4.8358E+02      6.5903E-02      9.3410E-01      5.7830E+01      1.4217E+02   
   1.1357E+01      4.8158E+02      6.0740E-02      9.3926E-01      5.6334E+01      1.4367E+02   
   1.1390E+01      4.7957E+02      5.5930E-02      9.4407E-01      5.4867E+01      1.4513E+02   
   1.1424E+01      4.7755E+02      5.1413E-02      9.4859E-01      5.3415E+01      1.4658E+02   
   1.1458E+01      4.7554E+02      4.7248E-02      9.5275E-01      5.2003E+01      1.4800E+02   
   1.1491E+01      4.7354E+02      4.3375E-02      9.5663E-01      5.0616E+01      1.4938E+02   
   1.1525E+01      4.7152E+02      3.9754E-02      9.6025E-01      4.9245E+01      1.5076E+02   
   1.1558E+01      4.6952E+02      3.6423E-02      9.6358E-01      4.7911E+01      1.5209E+02   
   1.1592E+01      4.6750E+02      3.3312E-02      9.6669E-01      4.6591E+01      1.5341E+02   
   1.1625E+01      4.6550E+02      3.0451E-02      9.6955E-01      4.5305E+01      1.5470E+02   
   1.1658E+01      4.6349E+02      2.7808E-02      9.7219E-01      4.4044E+01      1.5596E+02   
   1.1692E+01      4.6148E+02      2.5360E-02      9.7464E-01      4.2804E+01      1.5720E+02   
   1.1725E+01      4.5947E+02      2.3105E-02      9.7689E-01      4.1590E+01      1.5841E+02   
   1.1759E+01      4.5746E+02      2.1026E-02      9.7897E-01      4.0398E+01      1.5960E+02   
   1.1792E+01      4.5546E+02      1.9119E-02      9.8088E-01      3.9234E+01      1.6077E+02   
   1.1826E+01      4.5345E+02      1.7367E-02      9.8263E-01      3.8095E+01      1.6191E+02   
   1.1859E+01      4.5145E+02      1.5757E-02      9.8424E-01      3.6978E+01      1.6302E+02   
   1.1893E+01      4.4944E+02      1.4279E-02      9.8572E-01      3.5883E+01      1.6412E+02   
   1.1926E+01      4.4744E+02      1.2930E-02      9.8707E-01      3.4815E+01      1.6519E+02   
   1.1959E+01      4.4544E+02      1.1693E-02      9.8831E-01      3.3767E+01      1.6623E+02   
   1.1993E+01      4.4343E+02      1.0561E-02      9.8944E-01      3.2741E+01      1.6726E+02   
   1.2026E+01      4.4143E+02      9.5364E-03      9.9046E-01      3.1740E+01      1.6826E+02   
   1.2060E+01      4.3942E+02      8.5929E-03      9.9141E-01      3.0758E+01      1.6924E+02   
   1.2093E+01      4.3741E+02      7.7339E-03      9.9227E-01      2.9797E+01      1.7020E+02   
   1.2127E+01      4.3540E+02      6.9526E-03      9.9305E-01      2.8858E+01      1.7114E+02   
   1.2160E+01      4.3340E+02      6.2429E-03      9.9376E-01      2.7940E+01      1.7206E+02   
   1.2194E+01      4.3139E+02      5.5990E-03      9.9440E-01      2.7043E+01      1.7296E+02   
   1.2227E+01      4.2938E+02      5.0155E-03      9.9498E-01      2.6167E+01      1.7383E+02   
   1.2260E+01      4.2737E+02      4.4873E-03      9.9551E-01      2.5312E+01      1.7469E+02   
   1.2294E+01      4.2536E+02      4.0099E-03      9.9599E-01      2.4477E+01      1.7552E+02   
   1.2327E+01      4.2335E+02      3.5788E-03      9.9642E-01      2.3662E+01      1.7634E+02   
   1.2361E+01      4.2135E+02      3.1901E-03      9.9681E-01      2.2867E+01      1.7713E+02   
   1.2394E+01      4.1934E+02      2.8399E-03      9.9716E-01      2.2091E+01      1.7791E+02   
   1.2428E+01      4.1733E+02      2.5250E-03      9.9747E-01      2.1334E+01      1.7867E+02   
   1.2461E+01      4.1532E+02      2.2421E-03      9.9776E-01      2.0597E+01      1.7940E+02   
   1.2495E+01      4.1331E+02      1.9883E-03      9.9801E-01      1.9878E+01      1.8012E+02   
   1.2528E+01      4.1130E+02      1.7609E-03      9.9824E-01      1.9177E+01      1.8082E+02   
   1.2562E+01      4.0930E+02      1.5574E-03      9.9844E-01      1.8495E+01      1.8151E+02   
   1.2595E+01      4.0729E+02      1.3756E-03      9.9862E-01      1.7830E+01      1.8217E+02   
   1.2629E+01      4.0528E+02      1.2133E-03      9.9879E-01      1.7184E+01      1.8282E+02   
   1.2662E+01      4.0327E+02      1.0687E-03      9.9893E-01      1.6554E+01      1.8345E+02   
   1.2696E+01      4.0126E+02      9.3997E-04      9.9906E-01      1.5942E+01      1.8406E+02   
   1.2729E+01      3.9925E+02      8.2559E-04      9.9917E-01      1.5347E+01      1.8465E+02   
   1.2763E+01      3.9725E+02      7.2408E-04      9.9928E-01      1.4768E+01      1.8523E+02   
   1.2796E+01      3.9524E+02      6.3412E-04      9.9937E-01      1.4205E+01      1.8580E+02   
   1.2830E+01      3.9323E+02      5.5452E-04      9.9945E-01      1.3658E+01      1.8634E+02   
   1.2863E+01      3.9122E+02      4.8418E-04      9.9952E-01      1.3127E+01      1.8687E+02   
   1.2896E+01      3.8921E+02      4.2212E-04      9.9958E-01      1.2612E+01      1.8739E+02   
   1.2930E+01      3.8720E+02      3.6744E-04      9.9963E-01      1.2112E+01      1.8789E+02   
   1.2963E+01      3.8520E+02      3.1935E-04      9.9968E-01      1.1627E+01      1.8837E+02   
   1.2997E+01      3.8319E+02      2.7711E-04      9.9972E-01      1.1156E+01      1.8884E+02   
   1.3030E+01      3.8118E+02      2.4008E-04      9.9976E-01      1.0700E+01      1.8930E+02   
   1.3064E+01      3.7917E+02      2.0765E-04      9.9979E-01      1.0258E+01      1.8974E+02   
   1.3097E+01      3.7716E+02      1.7931E-04      9.9982E-01      9.8294E+00      1.9017E+02   
   1.3131E+01      3.7515E+02      1.5457E-04      9.9985E-01      9.4148E+00      1.9059E+02   
   1.3164E+01      3.7315E+02      1.3302E-04      9.9987E-01      9.0134E+00      1.9099E+02   
   1.3198E+01      3.7114E+02      1.1428E-04      9.9989E-01      8.6251E+00      1.9137E+02   
   1.3231E+01      3.6913E+02      9.8004E-05      9.9990E-01      8.2496E+00      1.9175E+02   
   1.3265E+01      3.6712E+02      8.3897E-05      9.9992E-01      7.8865E+00      1.9211E+02   
   1.3298E+01      3.6511E+02      7.1692E-05      9.9993E-01      7.5357E+00      1.9246E+02   
   1.3332E+01      3.6310E+02      6.1149E-05      9.9994E-01      7.1969E+00      1.9280E+02   
   1.3365E+01      3.6110E+02      5.2060E-05      9.9995E-01      6.8698E+00      1.9313E+02   
   1.3399E+01      3.5909E+02      4.4238E-05      9.9996E-01      6.5542E+00      1.9345E+02   
   1.3432E+01      3.5708E+02      3.7519E-05      9.9996E-01      6.2498E+00      1.9375E+02   
   1.3465E+01      3.5507E+02      3.1758E-05      9.9997E-01      5.9562E+00      1.9404E+02   
   1.3499E+01      3.5306E+02      2.6829E-05      9.9997E-01      5.6734E+00      1.9433E+02   
   1.3532E+01      3.5105E+02      2.2619E-05      9.9998E-01      5.4010E+00      1.9460E+02   
   1.3566E+01      3.4905E+02      1.9030E-05      9.9998E-01      5.1388E+00      1.9486E+02   
   1.3599E+01      3.4704E+02      1.5978E-05      9.9998E-01      4.8865E+00      1.9511E+02   
   1.3633E+01      3.4503E+02      1.3387E-05      9.9999E-01      4.6438E+00      1.9536E+02   
   1.3666E+01      3.4302E+02      1.1192E-05      9.9999E-01      4.4106E+00      1.9559E+02   
   1.3700E+01      3.4101E+02      9.3360E-06      9.9999E-01      4.1865E+00      1.9581E+02   
   1.3733E+01      3.3900E+02      7.7707E-06      9.9999E-01      3.9714E+00      1.9603E+02   
   1.3767E+01      3.3700E+02      6.4532E-06      9.9999E-01      3.7649E+00      1.9624E+02   
   1.3800E+01      3.3499E+02      5.3467E-06      9.9999E-01      3.5669E+00      1.9643E+02   
   1.3834E+01      3.3298E+02      4.4196E-06      1.0000E+00      3.3771E+00      1.9662E+02   
   1.3867E+01      3.3097E+02      3.6446E-06      1.0000E+00      3.1953E+00      1.9680E+02   
   1.3901E+01      3.2896E+02      2.9982E-06      1.0000E+00      3.0213E+00      1.9698E+02   
   1.3934E+01      3.2695E+02      2.4603E-06      1.0000E+00      2.8547E+00      1.9715E+02   
   1.3968E+01      3.2495E+02      2.0139E-06      1.0000E+00      2.6955E+00      1.9730E+02   
   1.4001E+01      3.2294E+02      1.6443E-06      1.0000E+00      2.5433E+00      1.9746E+02   
   1.4035E+01      3.2093E+02      1.3390E-06      1.0000E+00      2.3979E+00      1.9760E+02   
   1.4068E+01      3.1892E+02      1.0875E-06      1.0000E+00      2.2592E+00      1.9774E+02   
   1.4101E+01      3.1691E+02      8.8085E-07      1.0000E+00      2.1269E+00      1.9787E+02   
   1.4135E+01      3.1490E+02      7.1152E-07      1.0000E+00      2.0008E+00      1.9800E+02   
   1.4168E+01      3.1290E+02      5.7313E-07      1.0000E+00      1.8808E+00      1.9812E+02   
   1.4202E+01      3.1089E+02      4.6034E-07      1.0000E+00      1.7665E+00      1.9823E+02   
   1.4235E+01      3.0888E+02      3.6867E-07      1.0000E+00      1.6578E+00      1.9834E+02   
   1.4269E+01      3.0687E+02      2.9438E-07      1.0000E+00      1.5545E+00      1.9845E+02   
   1.4302E+01      3.0486E+02      2.3436E-07      1.0000E+00      1.4564E+00      1.9854E+02   
   1.4336E+01      3.0285E+02      1.8600E-07      1.0000E+00      1.3633E+00      1.9864E+02   
   1.4369E+01      3.0085E+02      1.4715E-07      1.0000E+00      1.2750E+00      1.9872E+02   
   1.4403E+01      2.9884E+02      1.1605E-07      1.0000E+00      1.1914E+00      1.9881E+02   
   1.4436E+01      2.9683E+02      9.1220E-08      1.0000E+00      1.1122E+00      1.9889E+02   
   1.4470E+01      2.9482E+02      7.1466E-08      1.0000E+00      1.0374E+00      1.9896E+02   
