Results for node = 1
    time [h]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   7.7389E-01      3.3015E+02      0.0000E+00      0.0000E+00      6.2396E-02      1.9994E+02   
   8.0736E-01      3.3175E+02      0.0000E+00      0.0000E+00      6.4974E-02      1.9994E+02   
   8.4083E-01      3.3336E+02      0.0000E+00      0.0000E+00      6.7958E-02      1.9993E+02   
   8.7431E-01      3.3497E+02      0.0000E+00      0.0000E+00      7.1403E-02      1.9993E+02   
   9.0778E-01      3.3657E+02      0.0000E+00      0.0000E+00      7.5366E-02      1.9992E+02   
   9.4125E-01      3.3818E+02      0.0000E+00      0.0000E+00      7.9913E-02      1.9992E+02   
   9.7472E-01      3.3979E+02      0.0000E+00      0.0000E+00      8.5116E-02      1.9991E+02   
   1.0082E+00      3.4139E+02      0.0000E+00      0.0000E+00      9.1051E-02      1.9991E+02   
   1.0417E+00      3.4300E+02      0.0000E+00      0.0000E+00      9.7804E-02      1.9990E+02   
   1.0751E+00      3.4461E+02      0.0000E+00      0.0000E+00      1.0547E-01      1.9989E+02   
   1.1086E+00      3.4621E+02      0.0000E+00      0.0000E+00      1.1413E-01      1.9989E+02   
   1.1421E+00      3.4782E+02      0.0000E+00      0.0000E+00      1.2392E-01      1.9988E+02   
   1.1756E+00      3.4943E+02      0.0000E+00      0.0000E+00      1.3493E-01      1.9987E+02   
   1.2090E+00      3.5103E+02      0.0000E+00      0.0000E+00      1.4728E-01      1.9985E+02   
   1.2425E+00      3.5264E+02      0.0000E+00      0.0000E+00      1.6111E-01      1.9984E+02   
   1.2760E+00      3.5425E+02      0.0000E+00      0.0000E+00      1.7655E-01      1.9982E+02   
   1.3094E+00      3.5585E+02      0.0000E+00      0.0000E+00      1.9374E-01      1.9981E+02   
   1.3429E+00      3.5746E+02      0.0000E+00      0.0000E+00      2.1283E-01      1.9979E+02   
   1.3764E+00      3.5907E+02      0.0000E+00      0.0000E+00      2.3396E-01      1.9977E+02   
   1.4099E+00      3.6067E+02      0.0000E+00      0.0000E+00      2.5729E-01      1.9974E+02   
   1.4433E+00      3.6228E+02      0.0000E+00      0.0000E+00      2.8298E-01      1.9972E+02   
   1.4768E+00      3.6389E+02      0.0000E+00      0.0000E+00      3.1118E-01      1.9969E+02   
   1.5103E+00      3.6549E+02      0.0000E+00      0.0000E+00      3.4206E-01      1.9966E+02   
   1.5437E+00      3.6710E+02      0.0000E+00      0.0000E+00      3.7578E-01      1.9962E+02   
   1.5772E+00      3.6871E+02      0.0000E+00      0.0000E+00      4.1248E-01      1.9959E+02   
   1.6107E+00      3.7031E+02      0.0000E+00      0.0000E+00      4.5231E-01      1.9955E+02   
   1.6442E+00      3.7192E+02      0.0000E+00      0.0000E+00      4.9543E-01      1.9950E+02   
   1.6776E+00      3.7353E+02      0.0000E+00      0.0000E+00      5.4195E-01      1.9946E+02   
   1.7111E+00      3.7513E+02      0.0000E+00      0.0000E+00      5.9201E-01      1.9941E+02   
   1.7446E+00      3.7674E+02      0.0000E+00      0.0000E+00      6.4572E-01      1.9935E+02   
   1.7781E+00      3.7835E+02      0.0000E+00      0.0000E+00      7.0318E-01      1.9930E+02   
   1.8115E+00      3.7995E+02      0.0000E+00      0.0000E+00      7.6447E-01      1.9924E+02   
   1.8450E+00      3.8156E+02      0.0000E+00      0.0000E+00      8.2967E-01      1.9917E+02   
   1.8785E+00      3.8317E+02      0.0000E+00      0.0000E+00      8.9882E-01      1.9910E+02   
   1.9119E+00      3.8477E+02      0.0000E+00      0.0000E+00      9.7196E-01      1.9903E+02   
   1.9454E+00      3.8638E+02      0.0000E+00      0.0000E+00      1.0491E+00      1.9895E+02   
   1.9789E+00      3.8799E+02      0.0000E+00      0.0000E+00      1.1303E+00      1.9887E+02   
   2.0124E+00      3.8959E+02      0.0000E+00      0.0000E+00      1.2156E+00      1.9878E+02   
   2.0458E+00      3.9120E+02      0.0000E+00      0.0000E+00      1.3048E+00      1.9870E+02   
   2.0793E+00      3.9281E+02      0.0000E+00      0.0000E+00      1.3980E+00      1.9860E+02   
   2.1128E+00      3.9441E+02      0.0000E+00      0.0000E+00      1.4952E+00      1.9850E+02   
   2.1462E+00      3.9602E+02      0.0000E+00      0.0000E+00      1.5964E+00      1.9840E+02   
   2.1797E+00      3.9763E+02      0.0000E+00      0.0000E+00      1.7014E+00      1.9830E+02   
   2.2132E+00      3.9923E+02      0.0000E+00      0.0000E+00      1.8103E+00      1.9819E+02   
   2.2467E+00      4.0084E+02      0.0000E+00      0.0000E+00      1.9230E+00      1.9808E+02   
   2.2801E+00      4.0245E+02      0.0000E+00      0.0000E+00      2.0396E+00      1.9796E+02   
   2.3136E+00      4.0405E+02      0.0000E+00      0.0000E+00      2.1599E+00      1.9784E+02   
   2.3471E+00      4.0566E+02      0.0000E+00      0.0000E+00      2.2841E+00      1.9772E+02   
   2.3806E+00      4.0727E+02      0.0000E+00      0.0000E+00      2.4121E+00      1.9759E+02   
   2.4140E+00      4.0887E+02      0.0000E+00      0.0000E+00      2.5440E+00      1.9746E+02   
   2.4475E+00      4.1048E+02      0.0000E+00      0.0000E+00      2.6798E+00      1.9732E+02   
   2.4810E+00      4.1209E+02      0.0000E+00      0.0000E+00      2.8195E+00      1.9718E+02   
   2.5144E+00      4.1369E+02      0.0000E+00      0.0000E+00      2.9632E+00      1.9704E+02   
   2.5479E+00      4.1530E+02      0.0000E+00      0.0000E+00      3.1111E+00      1.9689E+02   
   2.5814E+00      4.1691E+02      0.0000E+00      0.0000E+00      3.2631E+00      1.9674E+02   
   2.6149E+00      4.1851E+02      0.0000E+00      0.0000E+00      3.4194E+00      1.9658E+02   
   2.6483E+00      4.2012E+02      0.0000E+00      0.0000E+00      3.5802E+00      1.9642E+02   
   2.6818E+00      4.2173E+02      0.0000E+00      0.0000E+00      3.7454E+00      1.9625E+02   
   2.7153E+00      4.2333E+02      0.0000E+00      0.0000E+00      3.9153E+00      1.9608E+02   
   2.7487E+00      4.2494E+02      0.0000E+00      0.0000E+00      4.0899E+00      1.9591E+02   
   2.7822E+00      4.2655E+02      0.0000E+00      0.0000E+00      4.2694E+00      1.9573E+02   
   2.8157E+00      4.2815E+02      0.0000E+00      0.0000E+00      4.4539E+00      1.9555E+02   
   2.8492E+00      4.2976E+02      0.0000E+00      0.0000E+00      4.6436E+00      1.9536E+02   
   2.8826E+00      4.3137E+02      0.0000E+00      0.0000E+00      4.8385E+00      1.9516E+02   
   2.9161E+00      4.3297E+02      0.0000E+00      0.0000E+00      5.0389E+00      1.9496E+02   
   2.9496E+00      4.3458E+02      0.0000E+00      0.0000E+00      5.2447E+00      1.9476E+02   
   2.9831E+00      4.3619E+02      0.0000E+00      0.0000E+00      5.4562E+00      1.9454E+02   
   3.0165E+00      4.3779E+02      0.0000E+00      0.0000E+00      5.6735E+00      1.9433E+02   
   3.0500E+00      4.3940E+02      0.0000E+00      0.0000E+00      5.8968E+00      1.9410E+02   
   3.0835E+00      4.4101E+02      0.0000E+00      0.0000E+00      6.1260E+00      1.9387E+02   
   3.1168E+00      4.4261E+02      0.0000E+00      0.0000E+00      6.3608E+00      1.9364E+02   
   3.1502E+00      4.4421E+02      0.0000E+00      0.0000E+00      6.6018E+00      1.9340E+02   
   3.1836E+00      4.4581E+02      0.0000E+00      0.0000E+00      6.8494E+00      1.9315E+02   
   3.2171E+00      4.4742E+02      0.0000E+00      0.0000E+00      7.1043E+00      1.9290E+02   
   3.2505E+00      4.4903E+02      0.0000E+00      0.0000E+00      7.3658E+00      1.9263E+02   
   3.2840E+00      4.5063E+02      0.0000E+00      0.0000E+00      7.6345E+00      1.9237E+02   
   3.3175E+00      4.5224E+02      0.0000E+00      0.0000E+00      7.9098E+00      1.9209E+02   
   3.3510E+00      4.5385E+02      0.0000E+00      0.0000E+00      8.1924E+00      1.9181E+02   
   3.3843E+00      4.5545E+02      0.0000E+00      0.0000E+00      8.4814E+00      1.9152E+02   
   3.4177E+00      4.5705E+02      0.0000E+00      0.0000E+00      8.7780E+00      1.9122E+02   
   3.4513E+00      4.5866E+02      0.0000E+00      0.0000E+00      9.0834E+00      1.9092E+02   
   3.4846E+00      4.6026E+02      0.0000E+00      0.0000E+00      9.3947E+00      1.9061E+02   
   3.5182E+00      4.6187E+02      0.0000E+00      0.0000E+00      9.7157E+00      1.9028E+02   
   3.5516E+00      4.6348E+02      0.0000E+00      0.0000E+00      1.0043E+01      1.8996E+02   
   3.5850E+00      4.6508E+02      0.0000E+00      0.0000E+00      1.0379E+01      1.8962E+02   
   3.6186E+00      4.6669E+02      0.0000E+00      0.0000E+00      1.0725E+01      1.8927E+02   
   3.6521E+00      4.6830E+02      0.0000E+00      0.0000E+00      1.1078E+01      1.8892E+02   
   3.6856E+00      4.6991E+02      0.0000E+00      0.0000E+00      1.1440E+01      1.8856E+02   
   3.7190E+00      4.7151E+02      0.0000E+00      0.0000E+00      1.1810E+01      1.8819E+02   
   3.7527E+00      4.7313E+02      0.0000E+00      0.0000E+00      1.2191E+01      1.8781E+02   
   3.7861E+00      4.7473E+02      0.0000E+00      0.0000E+00      1.2579E+01      1.8742E+02   
   3.8195E+00      4.7634E+02      0.0000E+00      0.0000E+00      1.2976E+01      1.8702E+02   
   3.8529E+00      4.7794E+02      0.0000E+00      0.0000E+00      1.3382E+01      1.8662E+02   
   3.8866E+00      4.7956E+02      0.0000E+00      0.0000E+00      1.3801E+01      1.8620E+02   
   3.9201E+00      4.8117E+02      0.0000E+00      0.0000E+00      1.4227E+01      1.8577E+02   
   3.9538E+00      4.8278E+02      0.0000E+00      0.0000E+00      1.4665E+01      1.8534E+02   
   3.9875E+00      4.8440E+02      0.0000E+00      0.0000E+00      1.5114E+01      1.8489E+02   
   4.0213E+00      4.8602E+02      0.0000E+00      0.0000E+00      1.5573E+01      1.8443E+02   
   4.0549E+00      4.8764E+02      0.0000E+00      0.0000E+00      1.6042E+01      1.8396E+02   
   4.0884E+00      4.8924E+02      0.0000E+00      0.0000E+00      1.6518E+01      1.8348E+02   
   4.1223E+00      4.9087E+02      0.0000E+00      0.0000E+00      1.7011E+01      1.8299E+02   
   4.1558E+00      4.9248E+02      0.0000E+00      0.0000E+00      1.7509E+01      1.8249E+02   
   4.1895E+00      4.9409E+02      0.0000E+00      0.0000E+00      1.8021E+01      1.8198E+02   
   4.2233E+00      4.9572E+02      0.0000E+00      0.0000E+00      1.8546E+01      1.8145E+02   
   4.2572E+00      4.9735E+02      0.0000E+00      0.0000E+00      1.9084E+01      1.8092E+02   
   4.2912E+00      4.9898E+02      0.0000E+00      0.0000E+00      1.9634E+01      1.8037E+02   
   4.3250E+00      5.0060E+02      0.0000E+00      0.0000E+00      2.0195E+01      1.7980E+02   
   4.3588E+00      5.0222E+02      0.0000E+00      0.0000E+00      2.0765E+01      1.7923E+02   
   4.3922E+00      5.0383E+02      0.0000E+00      0.0000E+00      2.1343E+01      1.7866E+02   
   4.4263E+00      5.0546E+02      0.0000E+00      0.0000E+00      2.1943E+01      1.7806E+02   
   4.4599E+00      5.0708E+02      0.0000E+00      0.0000E+00      2.2548E+01      1.7745E+02   
   4.4940E+00      5.0871E+02      0.0000E+00      0.0000E+00      2.3174E+01      1.7683E+02   
   4.5275E+00      5.1032E+02      0.0000E+00      0.0000E+00      2.3802E+01      1.7620E+02   
   4.5614E+00      5.1195E+02      0.0000E+00      0.0000E+00      2.4450E+01      1.7555E+02   
   4.5956E+00      5.1359E+02      0.0000E+00      0.0000E+00      2.5118E+01      1.7488E+02   
   4.6302E+00      5.1525E+02      0.0000E+00      0.0000E+00      2.5805E+01      1.7420E+02   
   4.6637E+00      5.1686E+02      0.0000E+00      0.0000E+00      2.6486E+01      1.7351E+02   
   4.6974E+00      5.1847E+02      0.0000E+00      0.0000E+00      2.7182E+01      1.7282E+02   
   4.7311E+00      5.2009E+02      0.0000E+00      0.0000E+00      2.7894E+01      1.7211E+02   
   4.7648E+00      5.2171E+02      0.0000E+00      0.0000E+00      2.8620E+01      1.7138E+02   
   4.7985E+00      5.2333E+02      0.0000E+00      0.0000E+00      2.9359E+01      1.7064E+02   
   4.8320E+00      5.2494E+02      0.0000E+00      0.0000E+00      3.0109E+01      1.6989E+02   
   4.8670E+00      5.2661E+02      0.0000E+00      0.0000E+00      3.0905E+01      1.6910E+02   
   4.9017E+00      5.2828E+02      0.0000E+00      0.0000E+00      3.1713E+01      1.6829E+02   
   4.9362E+00      5.2994E+02      0.0000E+00      0.0000E+00      3.2529E+01      1.6747E+02   
   4.9703E+00      5.3158E+02      0.0000E+00      0.0000E+00      3.3353E+01      1.6665E+02   
   5.0040E+00      5.3319E+02      0.0000E+00      0.0000E+00      3.4179E+01      1.6582E+02   
   5.0390E+00      5.3487E+02      0.0000E+00      0.0000E+00      3.5056E+01      1.6494E+02   
   5.0734E+00      5.3652E+02      0.0000E+00      0.0000E+00      3.5933E+01      1.6407E+02   
   5.1070E+00      5.3814E+02      0.0000E+00      0.0000E+00      3.6808E+01      1.6319E+02   
   5.1420E+00      5.3982E+02      0.0000E+00      0.0000E+00      3.7734E+01      1.6227E+02   
   5.1762E+00      5.4146E+02      0.0000E+00      0.0000E+00      3.8654E+01      1.6135E+02   
   5.2113E+00      5.4314E+02      0.0000E+00      0.0000E+00      3.9615E+01      1.6038E+02   
   5.2456E+00      5.4479E+02      0.0000E+00      0.0000E+00      4.0570E+01      1.5943E+02   
   5.2790E+00      5.4639E+02      0.0000E+00      0.0000E+00      4.1513E+01      1.5849E+02   
   5.3135E+00      5.4805E+02      0.0000E+00      0.0000E+00      4.2507E+01      1.5749E+02   
   5.3471E+00      5.4966E+02      0.0000E+00      0.0000E+00      4.3489E+01      1.5651E+02   
   5.3817E+00      5.5132E+02      0.0000E+00      0.0000E+00      4.4521E+01      1.5548E+02   
   5.4153E+00      5.5294E+02      0.0000E+00      0.0000E+00      4.5540E+01      1.5446E+02   
   5.4500E+00      5.5460E+02      0.0000E+00      0.0000E+00      4.6607E+01      1.5339E+02   
   5.4836E+00      5.5621E+02      0.0000E+00      0.0000E+00      4.7661E+01      1.5234E+02   
   5.5181E+00      5.5787E+02      0.0000E+00      0.0000E+00      4.8761E+01      1.5124E+02   
   5.5517E+00      5.5948E+02      0.0000E+00      0.0000E+00      4.9849E+01      1.5015E+02   
   5.5861E+00      5.6113E+02      0.0000E+00      0.0000E+00      5.0980E+01      1.4902E+02   
   5.6195E+00      5.6274E+02      0.0000E+00      0.0000E+00      5.2099E+01      1.4790E+02   
   5.6537E+00      5.6438E+02      0.0000E+00      0.0000E+00      5.3261E+01      1.4674E+02   
   5.6885E+00      5.6605E+02      0.0000E+00      0.0000E+00      5.4464E+01      1.4554E+02   
   5.7223E+00      5.6767E+02      0.0000E+00      0.0000E+00      5.5653E+01      1.4435E+02   
   5.7568E+00      5.6933E+02      0.0000E+00      0.0000E+00      5.6883E+01      1.4312E+02   
   5.7903E+00      5.7093E+02      0.0000E+00      0.0000E+00      5.8099E+01      1.4190E+02   
   5.8244E+00      5.7257E+02      0.0000E+00      0.0000E+00      5.9354E+01      1.4065E+02   
   5.8589E+00      5.7423E+02      0.0000E+00      0.0000E+00      6.0646E+01      1.3935E+02   
   5.8926E+00      5.7584E+02      0.0000E+00      0.0000E+00      6.1924E+01      1.3808E+02   
   5.9267E+00      5.7748E+02      0.0000E+00      0.0000E+00      6.3239E+01      1.3676E+02   
   5.9612E+00      5.7914E+02      0.0000E+00      0.0000E+00      6.4590E+01      1.3541E+02   
   5.9948E+00      5.8075E+02      0.0000E+00      0.0000E+00      6.5926E+01      1.3407E+02   
   6.0287E+00      5.8238E+02      0.0000E+00      0.0000E+00      6.7297E+01      1.3270E+02   
   6.0630E+00      5.8402E+02      0.0000E+00      0.0000E+00      6.8701E+01      1.3130E+02   
   6.0964E+00      5.8563E+02      0.0000E+00      0.0000E+00      7.0090E+01      1.2991E+02   
   6.1301E+00      5.8725E+02      0.0000E+00      0.0000E+00      7.1512E+01      1.2849E+02   
   6.1641E+00      5.8888E+02      0.0000E+00      0.0000E+00      7.2966E+01      1.2703E+02   
   6.1983E+00      5.9052E+02      0.0000E+00      0.0000E+00      7.4451E+01      1.2555E+02   
   6.2317E+00      5.9212E+02      0.0000E+00      0.0000E+00      7.5921E+01      1.2408E+02   
   6.2652E+00      5.9373E+02      0.0000E+00      0.0000E+00      7.7421E+01      1.2258E+02   
   6.2990E+00      5.9535E+02      0.0000E+00      0.0000E+00      7.8950E+01      1.2105E+02   
   6.3329E+00      5.9698E+02      0.0000E+00      0.0000E+00      8.0508E+01      1.1949E+02   
   6.3669E+00      5.9861E+02      0.0000E+00      0.0000E+00      8.2094E+01      1.1791E+02   
   6.4010E+00      6.0025E+02      0.0000E+00      0.0000E+00      8.3707E+01      1.1629E+02   
   6.4352E+00      6.0189E+02      0.0000E+00      0.0000E+00      8.5347E+01      1.1465E+02   
   6.4686E+00      6.0349E+02      0.0000E+00      0.0000E+00      8.6970E+01      1.1303E+02   
   6.5021E+00      6.0510E+02      0.0000E+00      0.0000E+00      8.8619E+01      1.1138E+02   
   6.5357E+00      6.0671E+02      0.0000E+00      0.0000E+00      9.0293E+01      1.0971E+02   
   6.5693E+00      6.0832E+02      0.0000E+00      0.0000E+00      9.1992E+01      1.0801E+02   
   6.6029E+00      6.0994E+02      0.0000E+00      0.0000E+00      9.3716E+01      1.0628E+02   
   6.6365E+00      6.1155E+02      0.0000E+00      0.0000E+00      9.5463E+01      1.0454E+02   
   6.6701E+00      6.1317E+02      0.0000E+00      0.0000E+00      9.7232E+01      1.0277E+02   
   6.7037E+00      6.1478E+02      0.0000E+00      0.0000E+00      9.9025E+01      1.0098E+02   
   6.7373E+00      6.1639E+02      0.0000E+00      0.0000E+00      1.0084E+02      9.9161E+01   
   6.7709E+00      6.1800E+02      0.0000E+00      0.0000E+00      1.0267E+02      9.7326E+01   
   6.8044E+00      6.1961E+02      0.0000E+00      0.0000E+00      1.0453E+02      9.5469E+01   
   6.8378E+00      6.2122E+02      0.0000E+00      0.0000E+00      1.0641E+02      9.3593E+01   
   6.8712E+00      6.2282E+02      0.0000E+00      0.0000E+00      1.0830E+02      9.1696E+01   
   6.9051E+00      6.2445E+02      0.0000E+00      0.0000E+00      1.1026E+02      8.9742E+01   
   6.9390E+00      6.2607E+02      0.0000E+00      0.0000E+00      1.1223E+02      8.7770E+01   
   6.9727E+00      6.2769E+02      0.0000E+00      0.0000E+00      1.1422E+02      8.5781E+01   
   7.0063E+00      6.2930E+02      0.0000E+00      0.0000E+00      1.1623E+02      8.3773E+01   
   7.0398E+00      6.3091E+02      0.0000E+00      0.0000E+00      1.1825E+02      8.1748E+01   
   7.0731E+00      6.3251E+02      0.0000E+00      0.0000E+00      1.2029E+02      7.9707E+01   
   7.1069E+00      6.3413E+02      0.0000E+00      0.0000E+00      1.2239E+02      7.7614E+01   
   7.1405E+00      6.3575E+02      0.0000E+00      0.0000E+00      1.2450E+02      7.5505E+01   
   7.1740E+00      6.3735E+02      0.0000E+00      0.0000E+00      1.2662E+02      7.3381E+01   
   7.2079E+00      6.3898E+02      0.0000E+00      0.0000E+00      1.2879E+02      7.1208E+01   
   7.2415E+00      6.4059E+02      0.0000E+00      0.0000E+00      1.3098E+02      6.9020E+01   
   7.2750E+00      6.4220E+02      0.0000E+00      0.0000E+00      1.3318E+02      6.6820E+01   
   7.3088E+00      6.4382E+02      0.0000E+00      0.0000E+00      1.3543E+02      6.4572E+01   
   7.3424E+00      6.4543E+02      0.0000E+00      0.0000E+00      1.3769E+02      6.2311E+01   
   7.3758E+00      6.4704E+02      0.0000E+00      0.0000E+00      1.3996E+02      6.0039E+01   
   7.4094E+00      6.4865E+02      0.0000E+00      0.0000E+00      1.4228E+02      5.7721E+01   
   7.4429E+00      6.5026E+02      0.0000E+00      0.0000E+00      1.4461E+02      5.5392E+01   
   7.4765E+00      6.5187E+02      0.0000E+00      0.0000E+00      1.4698E+02      5.3020E+01   
   7.5100E+00      6.5348E+02      0.0000E+00      0.0000E+00      1.4936E+02      5.0638E+01   
   7.5437E+00      6.5510E+02      0.0000E+00      0.0000E+00      1.5179E+02      4.8214E+01   
   7.5771E+00      6.5670E+02      0.0000E+00      0.0000E+00      1.5422E+02      4.5780E+01   
   7.6107E+00      6.5831E+02      0.0000E+00      0.0000E+00      1.5669E+02      4.3306E+01   
   7.6440E+00      6.5991E+02      0.0000E+00      0.0000E+00      1.5918E+02      4.0823E+01   
   7.6775E+00      6.6152E+02      0.0000E+00      0.0000E+00      1.6170E+02      3.8301E+01   
   7.7112E+00      6.6314E+02      0.0000E+00      0.0000E+00      1.6426E+02      3.5742E+01   
   7.7446E+00      6.6474E+02      0.0000E+00      0.0000E+00      1.6683E+02      3.3174E+01   
   7.7781E+00      6.6635E+02      0.0000E+00      0.0000E+00      1.6943E+02      3.0570E+01   
   7.8117E+00      6.6796E+02      0.0000E+00      0.0000E+00      1.7207E+02      2.7930E+01   
   7.8450E+00      6.6956E+02      0.0000E+00      0.0000E+00      1.7472E+02      2.5284E+01   
   7.8784E+00      6.7117E+02      0.0000E+00      0.0000E+00      1.7740E+02      2.2602E+01   
   7.9119E+00      6.7277E+02      0.0000E+00      0.0000E+00      1.8011E+02      1.9887E+01   
   7.9455E+00      6.7438E+02      0.0000E+00      0.0000E+00      1.8286E+02      1.7138E+01   
   7.9791E+00      6.7600E+02      0.0000E+00      0.0000E+00      1.8564E+02      1.4356E+01   
   8.0128E+00      6.7761E+02      0.0000E+00      0.0000E+00      1.8846E+02      1.1543E+01   
   8.0461E+00      6.7921E+02      0.0000E+00      0.0000E+00      1.9127E+02      8.7254E+00   
   8.0795E+00      6.8082E+02      0.0000E+00      0.0000E+00      1.9412E+02      5.8769E+00   
   8.1129E+00      6.8242E+02      0.0000E+00      0.0000E+00      1.9700E+02      2.9981E+00   
   8.1463E+00      6.8402E+02      0.0000E+00      0.0000E+00      1.9991E+02      8.9440E-02   
   8.1797E+00      6.8562E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.2130E+00      6.8722E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.2464E+00      6.8882E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.2797E+00      6.9043E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.3130E+00      6.9203E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.3464E+00      6.9363E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.3797E+00      6.9523E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.4130E+00      6.9683E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.4464E+00      6.9843E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.4797E+00      7.0003E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.5131E+00      7.0163E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.5464E+00      7.0323E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.5798E+00      7.0483E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.6131E+00      7.0643E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.6464E+00      7.0803E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.6798E+00      7.0963E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.7131E+00      7.1123E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.7465E+00      7.1283E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.7798E+00      7.1443E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.8132E+00      7.1603E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.8465E+00      7.1763E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.8799E+00      7.1923E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.9132E+00      7.2083E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.9466E+00      7.2243E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   8.9799E+00      7.2300E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   9.0133E+00      7.2300E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   9.0466E+00      7.2300E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   9.0800E+00      7.2300E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   9.1133E+00      7.2300E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   9.1466E+00      7.2196E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   9.1800E+00      7.2036E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
   9.2133E+00      7.1876E+02      0.0000E+00      0.0000E+00      2.0000E+02     -7.2674E-04   
