Results for node = 1
    time [s]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      2.9300E+02      0.0000E+00      0.0000E+00      4.8676E-02      1.9995E+02   
   5.0000E-01      2.9383E+02      0.0000E+00      0.0000E+00      4.8676E-02      1.9995E+02   
   2.0000E+00      2.9633E+02      0.0000E+00      0.0000E+00      4.8676E-02      1.9995E+02   
   3.5000E+00      2.9883E+02      0.0000E+00      0.0000E+00      4.8677E-02      1.9995E+02   
   5.0000E+00      3.0133E+02      0.0000E+00      0.0000E+00      4.8677E-02      1.9995E+02   
   6.5000E+00      3.0383E+02      0.0000E+00      0.0000E+00      4.8678E-02      1.9995E+02   
   8.0000E+00      3.0633E+02      0.0000E+00      0.0000E+00      4.8680E-02      1.9995E+02   
   9.5000E+00      3.0883E+02      0.0000E+00      0.0000E+00      4.8683E-02      1.9995E+02   
   1.1000E+01      3.1133E+02      0.0000E+00      0.0000E+00      4.8686E-02      1.9995E+02   
   1.2500E+01      3.1383E+02      0.0000E+00      0.0000E+00      4.8691E-02      1.9995E+02   
   1.4000E+01      3.1633E+02      0.0000E+00      0.0000E+00      4.8698E-02      1.9995E+02   
   1.5500E+01      3.1883E+02      0.0000E+00      0.0000E+00      4.8707E-02      1.9995E+02   
   1.7000E+01      3.2133E+02      0.0000E+00      0.0000E+00      4.8718E-02      1.9995E+02   
   1.8500E+01      3.2383E+02      0.0000E+00      0.0000E+00      4.8734E-02      1.9995E+02   
   2.0000E+01      3.2633E+02      0.0000E+00      0.0000E+00      4.8754E-02      1.9995E+02   
   2.1500E+01      3.2883E+02      0.0000E+00      0.0000E+00      4.8780E-02      1.9995E+02   
   2.3000E+01      3.3133E+02      0.0000E+00      0.0000E+00      4.8813E-02      1.9995E+02   
   2.4500E+01      3.3383E+02      0.0000E+00      0.0000E+00      4.8855E-02      1.9995E+02   
   2.6000E+01      3.3633E+02      0.0000E+00      0.0000E+00      4.8908E-02      1.9995E+02   
   2.7500E+01      3.3883E+02      0.0000E+00      0.0000E+00      4.8975E-02      1.9995E+02   
   2.9000E+01      3.4133E+02      0.0000E+00      0.0000E+00      4.9058E-02      1.9995E+02   
   3.0500E+01      3.4383E+02      0.0000E+00      0.0000E+00      4.9162E-02      1.9995E+02   
   3.2000E+01      3.4633E+02      0.0000E+00      0.0000E+00      4.9291E-02      1.9995E+02   
   3.3500E+01      3.4883E+02      0.0000E+00      0.0000E+00      4.9449E-02      1.9995E+02   
   3.5000E+01      3.5133E+02      0.0000E+00      0.0000E+00      4.9644E-02      1.9995E+02   
   3.6500E+01      3.5383E+02      0.0000E+00      0.0000E+00      4.9882E-02      1.9995E+02   
   3.8000E+01      3.5633E+02      0.0000E+00      0.0000E+00      5.0173E-02      1.9995E+02   
   3.9500E+01      3.5883E+02      0.0000E+00      0.0000E+00      5.0526E-02      1.9995E+02   
   4.1000E+01      3.6133E+02      0.0000E+00      0.0000E+00      5.0954E-02      1.9995E+02   
   4.2500E+01      3.6383E+02      0.0000E+00      0.0000E+00      5.1471E-02      1.9995E+02   
   4.4000E+01      3.6633E+02      0.0000E+00      0.0000E+00      5.2093E-02      1.9995E+02   
   4.5500E+01      3.6883E+02      0.0000E+00      0.0000E+00      5.2840E-02      1.9995E+02   
   4.7000E+01      3.7133E+02      0.0000E+00      0.0000E+00      5.3734E-02      1.9995E+02   
   4.8500E+01      3.7383E+02      0.0000E+00      0.0000E+00      5.4800E-02      1.9995E+02   
   5.0000E+01      3.7633E+02      0.0000E+00      0.0000E+00      5.6069E-02      1.9994E+02   
   5.1500E+01      3.7883E+02      0.0000E+00      0.0000E+00      5.7576E-02      1.9994E+02   
   5.3000E+01      3.8133E+02      0.0000E+00      0.0000E+00      5.9360E-02      1.9994E+02   
   5.4500E+01      3.8383E+02      0.0000E+00      0.0000E+00      6.1467E-02      1.9994E+02   
   5.6000E+01      3.8633E+02      0.0000E+00      0.0000E+00      6.3950E-02      1.9994E+02   
   5.7500E+01      3.8883E+02      0.0000E+00      0.0000E+00      6.6869E-02      1.9993E+02   
   5.9000E+01      3.9133E+02      0.0000E+00      0.0000E+00      7.0292E-02      1.9993E+02   
   6.0500E+01      3.9383E+02      0.0000E+00      0.0000E+00      7.4297E-02      1.9993E+02   
   6.2000E+01      3.9633E+02      0.0000E+00      0.0000E+00      7.8973E-02      1.9992E+02   
   6.3500E+01      3.9883E+02      0.0000E+00      0.0000E+00      8.4420E-02      1.9992E+02   
   6.5000E+01      4.0133E+02      0.0000E+00      0.0000E+00      9.0752E-02      1.9991E+02   
   6.6500E+01      4.0383E+02      0.0000E+00      0.0000E+00      9.8097E-02      1.9990E+02   
   6.8000E+01      4.0633E+02      0.0000E+00      0.0000E+00      1.0660E-01      1.9989E+02   
   6.9500E+01      4.0883E+02      0.0000E+00      0.0000E+00      1.1642E-01      1.9988E+02   
   7.1000E+01      4.1133E+02      0.0000E+00      0.0000E+00      1.2775E-01      1.9987E+02   
   7.2500E+01      4.1383E+02      0.0000E+00      0.0000E+00      1.4078E-01      1.9986E+02   
   7.4000E+01      4.1633E+02      0.0000E+00      0.0000E+00      1.5574E-01      1.9984E+02   
   7.5500E+01      4.1883E+02      0.0000E+00      0.0000E+00      1.7289E-01      1.9983E+02   
   7.7000E+01      4.2133E+02      0.0000E+00      0.0000E+00      1.9251E-01      1.9981E+02   
   7.8500E+01      4.2383E+02      0.0000E+00      0.0000E+00      2.1492E-01      1.9979E+02   
   8.0000E+01      4.2633E+02      0.0000E+00      0.0000E+00      2.4045E-01      1.9976E+02   
   8.1500E+01      4.2883E+02      0.0000E+00      0.0000E+00      2.6949E-01      1.9973E+02   
   8.3000E+01      4.3133E+02      0.0000E+00      0.0000E+00      3.0248E-01      1.9970E+02   
   8.4500E+01      4.3383E+02      0.0000E+00      0.0000E+00      3.3986E-01      1.9966E+02   
   8.6000E+01      4.3633E+02      0.0000E+00      0.0000E+00      3.8215E-01      1.9962E+02   
   8.7500E+01      4.3883E+02      0.0000E+00      0.0000E+00      4.2991E-01      1.9957E+02   
   8.9000E+01      4.4133E+02      0.0000E+00      0.0000E+00      4.8376E-01      1.9952E+02   
   9.0513E+01      4.4386E+02      0.0000E+00      0.0000E+00      5.4611E-01      1.9945E+02   
