Results for node = 1
    time [d]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      2.9300E+02      0.0000E+00      0.0000E+00      4.8676E-02      1.9995E+02   
   2.0891E-03      2.9330E+02      0.0000E+00      0.0000E+00      4.8677E-02      1.9995E+02   
   4.1782E-03      2.9360E+02      0.0000E+00      0.0000E+00      4.8680E-02      1.9995E+02   
   6.2674E-03      2.9390E+02      0.0000E+00      0.0000E+00      4.8685E-02      1.9995E+02   
   8.3565E-03      2.9420E+02      0.0000E+00      0.0000E+00      4.8691E-02      1.9995E+02   
   1.0446E-02      2.9450E+02      0.0000E+00      0.0000E+00      4.8700E-02      1.9995E+02   
   1.2535E-02      2.9480E+02      0.0000E+00      0.0000E+00      4.8711E-02      1.9995E+02   
   1.4624E-02      2.9511E+02      0.0000E+00      0.0000E+00      4.8725E-02      1.9995E+02   
   1.6713E-02      2.9541E+02      0.0000E+00      0.0000E+00      4.8741E-02      1.9995E+02   
   1.8802E-02      2.9571E+02      0.0000E+00      0.0000E+00      4.8760E-02      1.9995E+02   
   2.0891E-02      2.9601E+02      0.0000E+00      0.0000E+00      4.8781E-02      1.9995E+02   
   2.2980E-02      2.9631E+02      0.0000E+00      0.0000E+00      4.8805E-02      1.9995E+02   
   2.5069E-02      2.9661E+02      0.0000E+00      0.0000E+00      4.8832E-02      1.9995E+02   
   2.7159E-02      2.9691E+02      0.0000E+00      0.0000E+00      4.8862E-02      1.9995E+02   
   2.9248E-02      2.9721E+02      0.0000E+00      0.0000E+00      4.8895E-02      1.9995E+02   
   3.1337E-02      2.9751E+02      0.0000E+00      0.0000E+00      4.8931E-02      1.9995E+02   
   3.3426E-02      2.9781E+02      0.0000E+00      0.0000E+00      4.8971E-02      1.9995E+02   
   3.5515E-02      2.9811E+02      0.0000E+00      0.0000E+00      4.9014E-02      1.9995E+02   
   3.7604E-02      2.9841E+02      0.0000E+00      0.0000E+00      4.9061E-02      1.9995E+02   
   3.9693E-02      2.9872E+02      0.0000E+00      0.0000E+00      4.9112E-02      1.9995E+02   
   4.1782E-02      2.9902E+02      0.0000E+00      0.0000E+00      4.9167E-02      1.9995E+02   
   4.3872E-02      2.9932E+02      0.0000E+00      0.0000E+00      4.9226E-02      1.9995E+02   
   4.5961E-02      2.9962E+02      0.0000E+00      0.0000E+00      4.9289E-02      1.9995E+02   
   4.8050E-02      2.9992E+02      0.0000E+00      0.0000E+00      4.9357E-02      1.9995E+02   
   5.0139E-02      3.0022E+02      0.0000E+00      0.0000E+00      4.9429E-02      1.9995E+02   
   5.2228E-02      3.0052E+02      0.0000E+00      0.0000E+00      4.9506E-02      1.9995E+02   
   5.4317E-02      3.0082E+02      0.0000E+00      0.0000E+00      4.9588E-02      1.9995E+02   
   5.6406E-02      3.0112E+02      0.0000E+00      0.0000E+00      4.9676E-02      1.9995E+02   
   5.8495E-02      3.0142E+02      0.0000E+00      0.0000E+00      4.9768E-02      1.9995E+02   
   6.0584E-02      3.0172E+02      0.0000E+00      0.0000E+00      4.9866E-02      1.9995E+02   
   6.2674E-02      3.0202E+02      0.0000E+00      0.0000E+00      4.9970E-02      1.9995E+02   
   6.4763E-02      3.0233E+02      0.0000E+00      0.0000E+00      5.0079E-02      1.9995E+02   
   6.6852E-02      3.0263E+02      0.0000E+00      0.0000E+00      5.0195E-02      1.9995E+02   
   6.8941E-02      3.0293E+02      0.0000E+00      0.0000E+00      5.0317E-02      1.9995E+02   
   7.1030E-02      3.0323E+02      0.0000E+00      0.0000E+00      5.0446E-02      1.9995E+02   
   7.3119E-02      3.0353E+02      0.0000E+00      0.0000E+00      5.0581E-02      1.9995E+02   
   7.5208E-02      3.0383E+02      0.0000E+00      0.0000E+00      5.0723E-02      1.9995E+02   
   7.7297E-02      3.0413E+02      0.0000E+00      0.0000E+00      5.0873E-02      1.9995E+02   
   7.9387E-02      3.0443E+02      0.0000E+00      0.0000E+00      5.1030E-02      1.9995E+02   
   8.1476E-02      3.0473E+02      0.0000E+00      0.0000E+00      5.1194E-02      1.9995E+02   
   8.3565E-02      3.0503E+02      0.0000E+00      0.0000E+00      5.1367E-02      1.9995E+02   
   8.5654E-02      3.0533E+02      0.0000E+00      0.0000E+00      5.1547E-02      1.9995E+02   
   8.7743E-02      3.0563E+02      0.0000E+00      0.0000E+00      5.1736E-02      1.9995E+02   
   8.9832E-02      3.0594E+02      0.0000E+00      0.0000E+00      5.1934E-02      1.9995E+02   
   9.1921E-02      3.0624E+02      0.0000E+00      0.0000E+00      5.2140E-02      1.9995E+02   
   9.4010E-02      3.0654E+02      0.0000E+00      0.0000E+00      5.2356E-02      1.9995E+02   
   9.6100E-02      3.0684E+02      0.0000E+00      0.0000E+00      5.2581E-02      1.9995E+02   
   9.8189E-02      3.0714E+02      0.0000E+00      0.0000E+00      5.2817E-02      1.9995E+02   
   1.0028E-01      3.0744E+02      0.0000E+00      0.0000E+00      5.3062E-02      1.9995E+02   
   1.0174E-01      3.0765E+02      0.0000E+00      0.0000E+00      5.3240E-02      1.9995E+02   
   1.0383E-01      3.0795E+02      0.0000E+00      0.0000E+00      5.3503E-02      1.9995E+02   
   1.0592E-01      3.0825E+02      0.0000E+00      0.0000E+00      5.3776E-02      1.9995E+02   
   1.0801E-01      3.0855E+02      0.0000E+00      0.0000E+00      5.4061E-02      1.9995E+02   
   1.1010E-01      3.0885E+02      0.0000E+00      0.0000E+00      5.4358E-02      1.9995E+02   
   1.1219E-01      3.0915E+02      0.0000E+00      0.0000E+00      5.4666E-02      1.9995E+02   
   1.1428E-01      3.0946E+02      0.0000E+00      0.0000E+00      5.4987E-02      1.9995E+02   
   1.1637E-01      3.0976E+02      0.0000E+00      0.0000E+00      5.5320E-02      1.9994E+02   
   1.1845E-01      3.1006E+02      0.0000E+00      0.0000E+00      5.5666E-02      1.9994E+02   
   1.2054E-01      3.1036E+02      0.0000E+00      0.0000E+00      5.6025E-02      1.9994E+02   
   1.2263E-01      3.1066E+02      0.0000E+00      0.0000E+00      5.6398E-02      1.9994E+02   
   1.2472E-01      3.1096E+02      0.0000E+00      0.0000E+00      5.6784E-02      1.9994E+02   
   1.2681E-01      3.1126E+02      0.0000E+00      0.0000E+00      5.7185E-02      1.9994E+02   
   1.2890E-01      3.1156E+02      0.0000E+00      0.0000E+00      5.7600E-02      1.9994E+02   
   1.3099E-01      3.1186E+02      0.0000E+00      0.0000E+00      5.8031E-02      1.9994E+02   
   1.3308E-01      3.1216E+02      0.0000E+00      0.0000E+00      5.8477E-02      1.9994E+02   
   1.3517E-01      3.1246E+02      0.0000E+00      0.0000E+00      5.8939E-02      1.9994E+02   
   1.3726E-01      3.1276E+02      0.0000E+00      0.0000E+00      5.9417E-02      1.9994E+02   
   1.3935E-01      3.1307E+02      0.0000E+00      0.0000E+00      5.9912E-02      1.9994E+02   
   1.4144E-01      3.1337E+02      0.0000E+00      0.0000E+00      6.0423E-02      1.9994E+02   
   1.4352E-01      3.1367E+02      0.0000E+00      0.0000E+00      6.0952E-02      1.9994E+02   
   1.4561E-01      3.1397E+02      0.0000E+00      0.0000E+00      6.1500E-02      1.9994E+02   
   1.4770E-01      3.1427E+02      0.0000E+00      0.0000E+00      6.2065E-02      1.9994E+02   
   1.4979E-01      3.1457E+02      0.0000E+00      0.0000E+00      6.2649E-02      1.9994E+02   
   1.5188E-01      3.1487E+02      0.0000E+00      0.0000E+00      6.3252E-02      1.9994E+02   
   1.5397E-01      3.1517E+02      0.0000E+00      0.0000E+00      6.3876E-02      1.9994E+02   
   1.5606E-01      3.1547E+02      0.0000E+00      0.0000E+00      6.4519E-02      1.9994E+02   
   1.5815E-01      3.1577E+02      0.0000E+00      0.0000E+00      6.5182E-02      1.9993E+02   
   1.6024E-01      3.1607E+02      0.0000E+00      0.0000E+00      6.5867E-02      1.9993E+02   
   1.6233E-01      3.1637E+02      0.0000E+00      0.0000E+00      6.6573E-02      1.9993E+02   
   1.6442E-01      3.1668E+02      0.0000E+00      0.0000E+00      6.7301E-02      1.9993E+02   
   1.6650E-01      3.1698E+02      0.0000E+00      0.0000E+00      6.8052E-02      1.9993E+02   
   1.6859E-01      3.1728E+02      0.0000E+00      0.0000E+00      6.8826E-02      1.9993E+02   
   1.7068E-01      3.1758E+02      0.0000E+00      0.0000E+00      6.9623E-02      1.9993E+02   
   1.7277E-01      3.1788E+02      0.0000E+00      0.0000E+00      7.0444E-02      1.9993E+02   
   1.7486E-01      3.1818E+02      0.0000E+00      0.0000E+00      7.1289E-02      1.9993E+02   
   1.7695E-01      3.1848E+02      0.0000E+00      0.0000E+00      7.2160E-02      1.9993E+02   
   1.7904E-01      3.1878E+02      0.0000E+00      0.0000E+00      7.3056E-02      1.9993E+02   
   1.8113E-01      3.1908E+02      0.0000E+00      0.0000E+00      7.3977E-02      1.9993E+02   
   1.8322E-01      3.1938E+02      0.0000E+00      0.0000E+00      7.4926E-02      1.9993E+02   
   1.8531E-01      3.1968E+02      0.0000E+00      0.0000E+00      7.5901E-02      1.9992E+02   
   1.8740E-01      3.1998E+02      0.0000E+00      0.0000E+00      7.6904E-02      1.9992E+02   
   1.8948E-01      3.2029E+02      0.0000E+00      0.0000E+00      7.7935E-02      1.9992E+02   
   1.9157E-01      3.2059E+02      0.0000E+00      0.0000E+00      7.8995E-02      1.9992E+02   
   1.9366E-01      3.2089E+02      0.0000E+00      0.0000E+00      8.0083E-02      1.9992E+02   
   1.9575E-01      3.2119E+02      0.0000E+00      0.0000E+00      8.1202E-02      1.9992E+02   
   1.9784E-01      3.2149E+02      0.0000E+00      0.0000E+00      8.2351E-02      1.9992E+02   
   1.9993E-01      3.2179E+02      0.0000E+00      0.0000E+00      8.3530E-02      1.9992E+02   
   2.0202E-01      3.2209E+02      0.0000E+00      0.0000E+00      8.4741E-02      1.9992E+02   
   2.0411E-01      3.2239E+02      0.0000E+00      0.0000E+00      8.5984E-02      1.9991E+02   
   2.0620E-01      3.2269E+02      0.0000E+00      0.0000E+00      8.7259E-02      1.9991E+02   
   2.0829E-01      3.2299E+02      0.0000E+00      0.0000E+00      8.8567E-02      1.9991E+02   
   2.1038E-01      3.2329E+02      0.0000E+00      0.0000E+00      8.9909E-02      1.9991E+02   
   2.1247E-01      3.2359E+02      0.0000E+00      0.0000E+00      9.1285E-02      1.9991E+02   
   2.1455E-01      3.2390E+02      0.0000E+00      0.0000E+00      9.2695E-02      1.9991E+02   
   2.1664E-01      3.2420E+02      0.0000E+00      0.0000E+00      9.4141E-02      1.9991E+02   
   2.1873E-01      3.2450E+02      0.0000E+00      0.0000E+00      9.5622E-02      1.9990E+02   
   2.2082E-01      3.2480E+02      0.0000E+00      0.0000E+00      9.7140E-02      1.9990E+02   
   2.2291E-01      3.2510E+02      0.0000E+00      0.0000E+00      9.8695E-02      1.9990E+02   
   2.2500E-01      3.2540E+02      0.0000E+00      0.0000E+00      1.0029E-01      1.9990E+02   
   2.2709E-01      3.2570E+02      0.0000E+00      0.0000E+00      1.0192E-01      1.9990E+02   
   2.2918E-01      3.2600E+02      0.0000E+00      0.0000E+00      1.0359E-01      1.9990E+02   
   2.3127E-01      3.2630E+02      0.0000E+00      0.0000E+00      1.0529E-01      1.9989E+02   
   2.3336E-01      3.2660E+02      0.0000E+00      0.0000E+00      1.0704E-01      1.9989E+02   
   2.3545E-01      3.2690E+02      0.0000E+00      0.0000E+00      1.0883E-01      1.9989E+02   
   2.3753E-01      3.2720E+02      0.0000E+00      0.0000E+00      1.1066E-01      1.9989E+02   
   2.3962E-01      3.2751E+02      0.0000E+00      0.0000E+00      1.1253E-01      1.9989E+02   
   2.4171E-01      3.2781E+02      0.0000E+00      0.0000E+00      1.1444E-01      1.9989E+02   
   2.4380E-01      3.2811E+02      0.0000E+00      0.0000E+00      1.1639E-01      1.9988E+02   
   2.4589E-01      3.2841E+02      0.0000E+00      0.0000E+00      1.1839E-01      1.9988E+02   
   2.4798E-01      3.2871E+02      0.0000E+00      0.0000E+00      1.2043E-01      1.9988E+02   
   2.5007E-01      3.2901E+02      0.0000E+00      0.0000E+00      1.2251E-01      1.9988E+02   
   2.5216E-01      3.2931E+02      0.0000E+00      0.0000E+00      1.2464E-01      1.9988E+02   
   2.5425E-01      3.2961E+02      0.0000E+00      0.0000E+00      1.2681E-01      1.9987E+02   
   2.5634E-01      3.2991E+02      0.0000E+00      0.0000E+00      1.2903E-01      1.9987E+02   
   2.5843E-01      3.3021E+02      0.0000E+00      0.0000E+00      1.3130E-01      1.9987E+02   
   2.6052E-01      3.3051E+02      0.0000E+00      0.0000E+00      1.3361E-01      1.9987E+02   
   2.6260E-01      3.3081E+02      0.0000E+00      0.0000E+00      1.3597E-01      1.9986E+02   
   2.6469E-01      3.3112E+02      0.0000E+00      0.0000E+00      1.3837E-01      1.9986E+02   
   2.6678E-01      3.3142E+02      0.0000E+00      0.0000E+00      1.4083E-01      1.9986E+02   
   2.6887E-01      3.3172E+02      0.0000E+00      0.0000E+00      1.4333E-01      1.9986E+02   
   2.7096E-01      3.3202E+02      0.0000E+00      0.0000E+00      1.4588E-01      1.9985E+02   
   2.7305E-01      3.3232E+02      0.0000E+00      0.0000E+00      1.4848E-01      1.9985E+02   
   2.7514E-01      3.3262E+02      0.0000E+00      0.0000E+00      1.5113E-01      1.9985E+02   
   2.7723E-01      3.3292E+02      0.0000E+00      0.0000E+00      1.5382E-01      1.9985E+02   
   2.7932E-01      3.3322E+02      0.0000E+00      0.0000E+00      1.5657E-01      1.9984E+02   
   2.8141E-01      3.3352E+02      0.0000E+00      0.0000E+00      1.5937E-01      1.9984E+02   
   2.8350E-01      3.3382E+02      0.0000E+00      0.0000E+00      1.6223E-01      1.9984E+02   
   2.8558E-01      3.3412E+02      0.0000E+00      0.0000E+00      1.6513E-01      1.9983E+02   
   2.8767E-01      3.3442E+02      0.0000E+00      0.0000E+00      1.6808E-01      1.9983E+02   
   2.8976E-01      3.3473E+02      0.0000E+00      0.0000E+00      1.7109E-01      1.9983E+02   
   2.9185E-01      3.3503E+02      0.0000E+00      0.0000E+00      1.7415E-01      1.9983E+02   
   2.9394E-01      3.3533E+02      0.0000E+00      0.0000E+00      1.7726E-01      1.9982E+02   
   2.9603E-01      3.3563E+02      0.0000E+00      0.0000E+00      1.8043E-01      1.9982E+02   
   2.9812E-01      3.3593E+02      0.0000E+00      0.0000E+00      1.8365E-01      1.9982E+02   
   3.0021E-01      3.3623E+02      0.0000E+00      0.0000E+00      1.8693E-01      1.9981E+02   
   3.0230E-01      3.3653E+02      0.0000E+00      0.0000E+00      1.9025E-01      1.9981E+02   
   3.0439E-01      3.3683E+02      0.0000E+00      0.0000E+00      1.9364E-01      1.9981E+02   
   3.0648E-01      3.3713E+02      0.0000E+00      0.0000E+00      1.9707E-01      1.9980E+02   
   3.0856E-01      3.3743E+02      0.0000E+00      0.0000E+00      2.0057E-01      1.9980E+02   
   3.1065E-01      3.3773E+02      0.0000E+00      0.0000E+00      2.0411E-01      1.9980E+02   
   3.1274E-01      3.3803E+02      0.0000E+00      0.0000E+00      2.0772E-01      1.9979E+02   
   3.1483E-01      3.3834E+02      0.0000E+00      0.0000E+00      2.1138E-01      1.9979E+02   
   3.1692E-01      3.3864E+02      0.0000E+00      0.0000E+00      2.1509E-01      1.9978E+02   
   3.1901E-01      3.3894E+02      0.0000E+00      0.0000E+00      2.1886E-01      1.9978E+02   
   3.2110E-01      3.3924E+02      0.0000E+00      0.0000E+00      2.2269E-01      1.9978E+02   
   3.2319E-01      3.3954E+02      0.0000E+00      0.0000E+00      2.2658E-01      1.9977E+02   
   3.2528E-01      3.3984E+02      0.0000E+00      0.0000E+00      2.3052E-01      1.9977E+02   
   3.2737E-01      3.4014E+02      0.0000E+00      0.0000E+00      2.3451E-01      1.9977E+02   
   3.2946E-01      3.4044E+02      0.0000E+00      0.0000E+00      2.3857E-01      1.9976E+02   
   3.3155E-01      3.4074E+02      0.0000E+00      0.0000E+00      2.4268E-01      1.9976E+02   
   3.3363E-01      3.4104E+02      0.0000E+00      0.0000E+00      2.4685E-01      1.9975E+02   
   3.3572E-01      3.4134E+02      0.0000E+00      0.0000E+00      2.5107E-01      1.9975E+02   
   3.3781E-01      3.4164E+02      0.0000E+00      0.0000E+00      2.5535E-01      1.9974E+02   
   3.3990E-01      3.4195E+02      0.0000E+00      0.0000E+00      2.5969E-01      1.9974E+02   
   3.4199E-01      3.4225E+02      0.0000E+00      0.0000E+00      2.6409E-01      1.9974E+02   
   3.4408E-01      3.4255E+02      0.0000E+00      0.0000E+00      2.6855E-01      1.9973E+02   
   3.4617E-01      3.4285E+02      0.0000E+00      0.0000E+00      2.7306E-01      1.9973E+02   
   3.4826E-01      3.4315E+02      0.0000E+00      0.0000E+00      2.7763E-01      1.9972E+02   
   3.5035E-01      3.4345E+02      0.0000E+00      0.0000E+00      2.8226E-01      1.9972E+02   
   3.5244E-01      3.4375E+02      0.0000E+00      0.0000E+00      2.8694E-01      1.9971E+02   
   3.5453E-01      3.4405E+02      0.0000E+00      0.0000E+00      2.9168E-01      1.9971E+02   
   3.5661E-01      3.4435E+02      0.0000E+00      0.0000E+00      2.9648E-01      1.9970E+02   
   3.5870E-01      3.4465E+02      0.0000E+00      0.0000E+00      3.0134E-01      1.9970E+02   
   3.6079E-01      3.4495E+02      0.0000E+00      0.0000E+00      3.0625E-01      1.9969E+02   
   3.6288E-01      3.4525E+02      0.0000E+00      0.0000E+00      3.1123E-01      1.9969E+02   
   3.6497E-01      3.4556E+02      0.0000E+00      0.0000E+00      3.1626E-01      1.9968E+02   
   3.6706E-01      3.4586E+02      0.0000E+00      0.0000E+00      3.2134E-01      1.9968E+02   
   3.6915E-01      3.4616E+02      0.0000E+00      0.0000E+00      3.2649E-01      1.9967E+02   
   3.7124E-01      3.4646E+02      0.0000E+00      0.0000E+00      3.3169E-01      1.9967E+02   
   3.7333E-01      3.4676E+02      0.0000E+00      0.0000E+00      3.3695E-01      1.9966E+02   
   3.7542E-01      3.4706E+02      0.0000E+00      0.0000E+00      3.4226E-01      1.9966E+02   
   3.7751E-01      3.4736E+02      0.0000E+00      0.0000E+00      3.4764E-01      1.9965E+02   
   3.7959E-01      3.4766E+02      0.0000E+00      0.0000E+00      3.5307E-01      1.9965E+02   
   3.8168E-01      3.4796E+02      0.0000E+00      0.0000E+00      3.5855E-01      1.9964E+02   
   3.8377E-01      3.4826E+02      0.0000E+00      0.0000E+00      3.6409E-01      1.9964E+02   
   3.8586E-01      3.4856E+02      0.0000E+00      0.0000E+00      3.6969E-01      1.9963E+02   
   3.8795E-01      3.4886E+02      0.0000E+00      0.0000E+00      3.7535E-01      1.9962E+02   
   3.9004E-01      3.4917E+02      0.0000E+00      0.0000E+00      3.8106E-01      1.9962E+02   
   3.9213E-01      3.4947E+02      0.0000E+00      0.0000E+00      3.8683E-01      1.9961E+02   
   3.9422E-01      3.4977E+02      0.0000E+00      0.0000E+00      3.9266E-01      1.9961E+02   
   3.9631E-01      3.5007E+02      0.0000E+00      0.0000E+00      3.9854E-01      1.9960E+02   
   3.9840E-01      3.5037E+02      0.0000E+00      0.0000E+00      4.0448E-01      1.9960E+02   
   4.0049E-01      3.5067E+02      0.0000E+00      0.0000E+00      4.1048E-01      1.9959E+02   
   4.0258E-01      3.5097E+02      0.0000E+00      0.0000E+00      4.1653E-01      1.9958E+02   
   4.0466E-01      3.5127E+02      0.0000E+00      0.0000E+00      4.2263E-01      1.9958E+02   
   4.0675E-01      3.5157E+02      0.0000E+00      0.0000E+00      4.2880E-01      1.9957E+02   
   4.0884E-01      3.5187E+02      0.0000E+00      0.0000E+00      4.3502E-01      1.9956E+02   
   4.1093E-01      3.5217E+02      0.0000E+00      0.0000E+00      4.4129E-01      1.9956E+02   
   4.1302E-01      3.5247E+02      0.0000E+00      0.0000E+00      4.4762E-01      1.9955E+02   
   4.1511E-01      3.5278E+02      0.0000E+00      0.0000E+00      4.5401E-01      1.9955E+02   
   4.1720E-01      3.5308E+02      0.0000E+00      0.0000E+00      4.6045E-01      1.9954E+02   
   4.1929E-01      3.5338E+02      0.0000E+00      0.0000E+00      4.6695E-01      1.9953E+02   
   4.2138E-01      3.5368E+02      0.0000E+00      0.0000E+00      4.7350E-01      1.9953E+02   
   4.2347E-01      3.5398E+02      0.0000E+00      0.0000E+00      4.8011E-01      1.9952E+02   
   4.2556E-01      3.5428E+02      0.0000E+00      0.0000E+00      4.8677E-01      1.9951E+02   
   4.2764E-01      3.5458E+02      0.0000E+00      0.0000E+00      4.9349E-01      1.9951E+02   
   4.2973E-01      3.5488E+02      0.0000E+00      0.0000E+00      5.0027E-01      1.9950E+02   
   4.3182E-01      3.5518E+02      0.0000E+00      0.0000E+00      5.0710E-01      1.9949E+02   
   4.3391E-01      3.5548E+02      0.0000E+00      0.0000E+00      5.1399E-01      1.9949E+02   
   4.3600E-01      3.5578E+02      0.0000E+00      0.0000E+00      5.2093E-01      1.9948E+02   
   4.3809E-01      3.5608E+02      0.0000E+00      0.0000E+00      5.2793E-01      1.9947E+02   
   4.4018E-01      3.5639E+02      0.0000E+00      0.0000E+00      5.3499E-01      1.9947E+02   
   4.4227E-01      3.5669E+02      0.0000E+00      0.0000E+00      5.4210E-01      1.9946E+02   
   4.4436E-01      3.5699E+02      0.0000E+00      0.0000E+00      5.4926E-01      1.9945E+02   
   4.4645E-01      3.5729E+02      0.0000E+00      0.0000E+00      5.5649E-01      1.9944E+02   
   4.4854E-01      3.5759E+02      0.0000E+00      0.0000E+00      5.6376E-01      1.9944E+02   
   4.5062E-01      3.5789E+02      0.0000E+00      0.0000E+00      5.7110E-01      1.9943E+02   
   4.5271E-01      3.5819E+02      0.0000E+00      0.0000E+00      5.7849E-01      1.9942E+02   
   4.5480E-01      3.5849E+02      0.0000E+00      0.0000E+00      5.8594E-01      1.9941E+02   
   4.5689E-01      3.5879E+02      0.0000E+00      0.0000E+00      5.9345E-01      1.9941E+02   
   4.5898E-01      3.5909E+02      0.0000E+00      0.0000E+00      6.0101E-01      1.9940E+02   
   4.6107E-01      3.5939E+02      0.0000E+00      0.0000E+00      6.0863E-01      1.9939E+02   
   4.6316E-01      3.5969E+02      0.0000E+00      0.0000E+00      6.1630E-01      1.9938E+02   
   4.6525E-01      3.6000E+02      0.0000E+00      0.0000E+00      6.2404E-01      1.9938E+02   
   4.6734E-01      3.6030E+02      0.0000E+00      0.0000E+00      6.3183E-01      1.9937E+02   
   4.6943E-01      3.6060E+02      0.0000E+00      0.0000E+00      6.3968E-01      1.9936E+02   
   4.7152E-01      3.6090E+02      0.0000E+00      0.0000E+00      6.4759E-01      1.9935E+02   
   4.7361E-01      3.6120E+02      0.0000E+00      0.0000E+00      6.5555E-01      1.9934E+02   
   4.7569E-01      3.6150E+02      0.0000E+00      0.0000E+00      6.6358E-01      1.9934E+02   
   4.7778E-01      3.6180E+02      0.0000E+00      0.0000E+00      6.7166E-01      1.9933E+02   
   4.7987E-01      3.6210E+02      0.0000E+00      0.0000E+00      6.7980E-01      1.9932E+02   
   4.8196E-01      3.6240E+02      0.0000E+00      0.0000E+00      6.8800E-01      1.9931E+02   
   4.8405E-01      3.6270E+02      0.0000E+00      0.0000E+00      6.9627E-01      1.9930E+02   
   4.8614E-01      3.6300E+02      0.0000E+00      0.0000E+00      7.0459E-01      1.9930E+02   
   4.8823E-01      3.6330E+02      0.0000E+00      0.0000E+00      7.1297E-01      1.9929E+02   
   4.9032E-01      3.6361E+02      0.0000E+00      0.0000E+00      7.2141E-01      1.9928E+02   
   4.9241E-01      3.6391E+02      0.0000E+00      0.0000E+00      7.2992E-01      1.9927E+02   
   4.9450E-01      3.6421E+02      0.0000E+00      0.0000E+00      7.3848E-01      1.9926E+02   
   4.9659E-01      3.6451E+02      0.0000E+00      0.0000E+00      7.4711E-01      1.9925E+02   
   4.9867E-01      3.6481E+02      0.0000E+00      0.0000E+00      7.5580E-01      1.9924E+02   
   5.0076E-01      3.6511E+02      0.0000E+00      0.0000E+00      7.6455E-01      1.9924E+02   
   5.0285E-01      3.6541E+02      0.0000E+00      0.0000E+00      7.7336E-01      1.9923E+02   
   5.0494E-01      3.6571E+02      0.0000E+00      0.0000E+00      7.8224E-01      1.9922E+02   
   5.0703E-01      3.6601E+02      0.0000E+00      0.0000E+00      7.9118E-01      1.9921E+02   
   5.0912E-01      3.6631E+02      0.0000E+00      0.0000E+00      8.0018E-01      1.9920E+02   
   5.1121E-01      3.6661E+02      0.0000E+00      0.0000E+00      8.0925E-01      1.9919E+02   
   5.1330E-01      3.6691E+02      0.0000E+00      0.0000E+00      8.1838E-01      1.9918E+02   
   5.1539E-01      3.6722E+02      0.0000E+00      0.0000E+00      8.2758E-01      1.9917E+02   
   5.1748E-01      3.6752E+02      0.0000E+00      0.0000E+00      8.3685E-01      1.9916E+02   
   5.1957E-01      3.6782E+02      0.0000E+00      0.0000E+00      8.4618E-01      1.9915E+02   
   5.2166E-01      3.6812E+02      0.0000E+00      0.0000E+00      8.5557E-01      1.9914E+02   
   5.2374E-01      3.6842E+02      0.0000E+00      0.0000E+00      8.6503E-01      1.9913E+02   
   5.2583E-01      3.6872E+02      0.0000E+00      0.0000E+00      8.7456E-01      1.9913E+02   
   5.2792E-01      3.6902E+02      0.0000E+00      0.0000E+00      8.8416E-01      1.9912E+02   
   5.3001E-01      3.6932E+02      0.0000E+00      0.0000E+00      8.9383E-01      1.9911E+02   
   5.3210E-01      3.6962E+02      0.0000E+00      0.0000E+00      9.0356E-01      1.9910E+02   
   5.3419E-01      3.6992E+02      0.0000E+00      0.0000E+00      9.1337E-01      1.9909E+02   
   5.3628E-01      3.7022E+02      0.0000E+00      0.0000E+00      9.2324E-01      1.9908E+02   
   5.3837E-01      3.7052E+02      0.0000E+00      0.0000E+00      9.3318E-01      1.9907E+02   
   5.4046E-01      3.7083E+02      0.0000E+00      0.0000E+00      9.4320E-01      1.9906E+02   
   5.4255E-01      3.7113E+02      0.0000E+00      0.0000E+00      9.5328E-01      1.9905E+02   
   5.4464E-01      3.7143E+02      0.0000E+00      0.0000E+00      9.6344E-01      1.9904E+02   
   5.4672E-01      3.7173E+02      0.0000E+00      0.0000E+00      9.7366E-01      1.9903E+02   
   5.4881E-01      3.7203E+02      0.0000E+00      0.0000E+00      9.8396E-01      1.9902E+02   
   5.5090E-01      3.7233E+02      0.0000E+00      0.0000E+00      9.9434E-01      1.9901E+02   
   5.5299E-01      3.7263E+02      0.0000E+00      0.0000E+00      1.0048E+00      1.9900E+02   
   5.5508E-01      3.7293E+02      0.0000E+00      0.0000E+00      1.0153E+00      1.9898E+02   
   5.5717E-01      3.7323E+02      0.0000E+00      0.0000E+00      1.0259E+00      1.9897E+02   
   5.5926E-01      3.7353E+02      0.0000E+00      0.0000E+00      1.0366E+00      1.9896E+02   
   5.6135E-01      3.7383E+02      0.0000E+00      0.0000E+00      1.0473E+00      1.9895E+02   
   5.6344E-01      3.7413E+02      0.0000E+00      0.0000E+00      1.0581E+00      1.9894E+02   
   5.6553E-01      3.7444E+02      0.0000E+00      0.0000E+00      1.0690E+00      1.9893E+02   
   5.6762E-01      3.7474E+02      0.0000E+00      0.0000E+00      1.0800E+00      1.9892E+02   
   5.6970E-01      3.7504E+02      0.0000E+00      0.0000E+00      1.0910E+00      1.9891E+02   
   5.7179E-01      3.7534E+02      0.0000E+00      0.0000E+00      1.1022E+00      1.9890E+02   
   5.7388E-01      3.7564E+02      0.0000E+00      0.0000E+00      1.1134E+00      1.9889E+02   
   5.7597E-01      3.7594E+02      0.0000E+00      0.0000E+00      1.1247E+00      1.9888E+02   
   5.7806E-01      3.7624E+02      0.0000E+00      0.0000E+00      1.1360E+00      1.9886E+02   
