Results for node = 1
    time [h]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   9.2361E-01      3.2071E+02      0.0000E+00      0.0000E+00      5.5808E-02      1.9994E+02   
   9.5708E-01      3.2171E+02      0.0000E+00      0.0000E+00      5.6769E-02      1.9994E+02   
   9.9056E-01      3.2272E+02      0.0000E+00      0.0000E+00      5.7836E-02      1.9994E+02   
   1.0240E+00      3.2372E+02      0.0000E+00      0.0000E+00      5.9019E-02      1.9994E+02   
   1.0575E+00      3.2472E+02      0.0000E+00      0.0000E+00      6.0326E-02      1.9994E+02   
   1.0910E+00      3.2573E+02      0.0000E+00      0.0000E+00      6.1769E-02      1.9994E+02   
   1.1244E+00      3.2673E+02      0.0000E+00      0.0000E+00      6.3361E-02      1.9994E+02   
   1.1579E+00      3.2774E+02      0.0000E+00      0.0000E+00      6.5112E-02      1.9993E+02   
   1.1914E+00      3.2874E+02      0.0000E+00      0.0000E+00      6.7037E-02      1.9993E+02   
   1.2249E+00      3.2975E+02      0.0000E+00      0.0000E+00      6.9149E-02      1.9993E+02   
   1.2583E+00      3.3075E+02      0.0000E+00      0.0000E+00      7.1465E-02      1.9993E+02   
   1.2918E+00      3.3175E+02      0.0000E+00      0.0000E+00      7.3998E-02      1.9993E+02   
   1.3253E+00      3.3276E+02      0.0000E+00      0.0000E+00      7.6767E-02      1.9992E+02   
   1.3587E+00      3.3376E+02      0.0000E+00      0.0000E+00      7.9789E-02      1.9992E+02   
   1.3922E+00      3.3477E+02      0.0000E+00      0.0000E+00      8.3082E-02      1.9992E+02   
   1.4257E+00      3.3577E+02      0.0000E+00      0.0000E+00      8.6668E-02      1.9991E+02   
   1.4592E+00      3.3677E+02      0.0000E+00      0.0000E+00      9.0565E-02      1.9991E+02   
   1.4926E+00      3.3778E+02      0.0000E+00      0.0000E+00      9.4797E-02      1.9991E+02   
   1.5261E+00      3.3878E+02      0.0000E+00      0.0000E+00      9.9386E-02      1.9990E+02   
   1.5596E+00      3.3979E+02      0.0000E+00      0.0000E+00      1.0436E-01      1.9990E+02   
   1.5931E+00      3.4079E+02      0.0000E+00      0.0000E+00      1.0973E-01      1.9989E+02   
   1.6265E+00      3.4180E+02      0.0000E+00      0.0000E+00      1.1554E-01      1.9988E+02   
   1.6600E+00      3.4280E+02      0.0000E+00      0.0000E+00      1.2180E-01      1.9988E+02   
   1.6935E+00      3.4380E+02      0.0000E+00      0.0000E+00      1.2855E-01      1.9987E+02   
   1.7269E+00      3.4481E+02      0.0000E+00      0.0000E+00      1.3582E-01      1.9986E+02   
   1.7604E+00      3.4581E+02      0.0000E+00      0.0000E+00      1.4363E-01      1.9986E+02   
   1.7939E+00      3.4682E+02      0.0000E+00      0.0000E+00      1.5201E-01      1.9985E+02   
   1.8274E+00      3.4782E+02      0.0000E+00      0.0000E+00      1.6100E-01      1.9984E+02   
   1.8608E+00      3.4882E+02      0.0000E+00      0.0000E+00      1.7063E-01      1.9983E+02   
   1.8943E+00      3.4983E+02      0.0000E+00      0.0000E+00      1.8093E-01      1.9982E+02   
   1.9278E+00      3.5083E+02      0.0000E+00      0.0000E+00      1.9193E-01      1.9981E+02   
   1.9612E+00      3.5184E+02      0.0000E+00      0.0000E+00      2.0366E-01      1.9980E+02   
   1.9947E+00      3.5284E+02      0.0000E+00      0.0000E+00      2.1617E-01      1.9978E+02   
   2.0282E+00      3.5385E+02      0.0000E+00      0.0000E+00      2.2947E-01      1.9977E+02   
   2.0617E+00      3.5485E+02      0.0000E+00      0.0000E+00      2.4362E-01      1.9976E+02   
   2.0951E+00      3.5585E+02      0.0000E+00      0.0000E+00      2.5863E-01      1.9974E+02   
   2.1286E+00      3.5686E+02      0.0000E+00      0.0000E+00      2.7454E-01      1.9973E+02   
   2.1621E+00      3.5786E+02      0.0000E+00      0.0000E+00      2.9139E-01      1.9971E+02   
   2.1956E+00      3.5887E+02      0.0000E+00      0.0000E+00      3.0921E-01      1.9969E+02   
   2.2290E+00      3.5987E+02      0.0000E+00      0.0000E+00      3.2803E-01      1.9967E+02   
   2.2625E+00      3.6087E+02      0.0000E+00      0.0000E+00      3.4787E-01      1.9965E+02   
   2.2960E+00      3.6188E+02      0.0000E+00      0.0000E+00      3.6878E-01      1.9963E+02   
   2.3294E+00      3.6288E+02      0.0000E+00      0.0000E+00      3.9076E-01      1.9961E+02   
   2.3629E+00      3.6389E+02      0.0000E+00      0.0000E+00      4.1387E-01      1.9959E+02   
   2.3964E+00      3.6489E+02      0.0000E+00      0.0000E+00      4.3811E-01      1.9956E+02   
   2.4299E+00      3.6590E+02      0.0000E+00      0.0000E+00      4.6351E-01      1.9954E+02   
   2.4633E+00      3.6690E+02      0.0000E+00      0.0000E+00      4.9009E-01      1.9951E+02   
   2.4968E+00      3.6790E+02      0.0000E+00      0.0000E+00      5.1788E-01      1.9948E+02   
   2.5303E+00      3.6891E+02      0.0000E+00      0.0000E+00      5.4689E-01      1.9945E+02   
   2.5637E+00      3.6991E+02      0.0000E+00      0.0000E+00      5.7713E-01      1.9942E+02   
   2.5972E+00      3.7092E+02      0.0000E+00      0.0000E+00      6.0862E-01      1.9939E+02   
   2.6307E+00      3.7192E+02      0.0000E+00      0.0000E+00      6.4137E-01      1.9936E+02   
   2.6642E+00      3.7292E+02      0.0000E+00      0.0000E+00      6.7539E-01      1.9932E+02   
   2.6976E+00      3.7393E+02      0.0000E+00      0.0000E+00      7.1069E-01      1.9929E+02   
   2.7311E+00      3.7493E+02      0.0000E+00      0.0000E+00      7.4727E-01      1.9925E+02   
   2.7646E+00      3.7594E+02      0.0000E+00      0.0000E+00      7.8513E-01      1.9921E+02   
   2.7981E+00      3.7694E+02      0.0000E+00      0.0000E+00      8.2428E-01      1.9918E+02   
   2.8315E+00      3.7795E+02      0.0000E+00      0.0000E+00      8.6472E-01      1.9914E+02   
   2.8650E+00      3.7895E+02      0.0000E+00      0.0000E+00      9.0643E-01      1.9909E+02   
   2.8985E+00      3.7995E+02      0.0000E+00      0.0000E+00      9.4943E-01      1.9905E+02   
   2.9319E+00      3.8096E+02      0.0000E+00      0.0000E+00      9.9371E-01      1.9901E+02   
   2.9654E+00      3.8196E+02      0.0000E+00      0.0000E+00      1.0393E+00      1.9896E+02   
   2.9989E+00      3.8297E+02      0.0000E+00      0.0000E+00      1.0861E+00      1.9891E+02   
   3.0324E+00      3.8397E+02      0.0000E+00      0.0000E+00      1.1341E+00      1.9887E+02   
   3.0658E+00      3.8497E+02      0.0000E+00      0.0000E+00      1.1835E+00      1.9882E+02   
   3.0993E+00      3.8598E+02      0.0000E+00      0.0000E+00      1.2340E+00      1.9877E+02   
   3.1328E+00      3.8698E+02      0.0000E+00      0.0000E+00      1.2858E+00      1.9871E+02   
   3.1662E+00      3.8799E+02      0.0000E+00      0.0000E+00      1.3389E+00      1.9866E+02   
   3.1997E+00      3.8899E+02      0.0000E+00      0.0000E+00      1.3932E+00      1.9861E+02   
   3.2332E+00      3.9000E+02      0.0000E+00      0.0000E+00      1.4487E+00      1.9855E+02   
   3.2667E+00      3.9100E+02      0.0000E+00      0.0000E+00      1.5054E+00      1.9849E+02   
   3.3001E+00      3.9200E+02      0.0000E+00      0.0000E+00      1.5634E+00      1.9844E+02   
   3.3336E+00      3.9301E+02      0.0000E+00      0.0000E+00      1.6225E+00      1.9838E+02   
   3.3671E+00      3.9401E+02      0.0000E+00      0.0000E+00      1.6830E+00      1.9832E+02   
   3.4006E+00      3.9502E+02      0.0000E+00      0.0000E+00      1.7446E+00      1.9826E+02   
   3.4340E+00      3.9602E+02      0.0000E+00      0.0000E+00      1.8075E+00      1.9819E+02   
   3.4675E+00      3.9702E+02      0.0000E+00      0.0000E+00      1.8717E+00      1.9813E+02   
   3.5010E+00      3.9803E+02      0.0000E+00      0.0000E+00      1.9371E+00      1.9806E+02   
   3.5344E+00      3.9903E+02      0.0000E+00      0.0000E+00      2.0038E+00      1.9800E+02   
   3.5679E+00      4.0004E+02      0.0000E+00      0.0000E+00      2.0718E+00      1.9793E+02   
   3.6014E+00      4.0104E+02      0.0000E+00      0.0000E+00      2.1410E+00      1.9786E+02   
   3.6349E+00      4.0205E+02      0.0000E+00      0.0000E+00      2.2117E+00      1.9779E+02   
   3.6683E+00      4.0305E+02      0.0000E+00      0.0000E+00      2.2836E+00      1.9772E+02   
   3.7018E+00      4.0405E+02      0.0000E+00      0.0000E+00      2.3569E+00      1.9764E+02   
   3.7353E+00      4.0506E+02      0.0000E+00      0.0000E+00      2.4317E+00      1.9757E+02   
   3.7687E+00      4.0606E+02      0.0000E+00      0.0000E+00      2.5078E+00      1.9749E+02   
   3.8022E+00      4.0707E+02      0.0000E+00      0.0000E+00      2.5853E+00      1.9741E+02   
   3.8357E+00      4.0807E+02      0.0000E+00      0.0000E+00      2.6644E+00      1.9734E+02   
   3.8692E+00      4.0907E+02      0.0000E+00      0.0000E+00      2.7449E+00      1.9726E+02   
   3.9026E+00      4.1008E+02      0.0000E+00      0.0000E+00      2.8269E+00      1.9717E+02   
   3.9361E+00      4.1108E+02      0.0000E+00      0.0000E+00      2.9104E+00      1.9709E+02   
   3.9696E+00      4.1209E+02      0.0000E+00      0.0000E+00      2.9955E+00      1.9700E+02   
   4.0031E+00      4.1309E+02      0.0000E+00      0.0000E+00      3.0823E+00      1.9692E+02   
   4.0365E+00      4.1410E+02      0.0000E+00      0.0000E+00      3.1706E+00      1.9683E+02   
   4.0700E+00      4.1510E+02      0.0000E+00      0.0000E+00      3.2606E+00      1.9674E+02   
   4.1035E+00      4.1610E+02      0.0000E+00      0.0000E+00      3.3522E+00      1.9665E+02   
   4.1369E+00      4.1711E+02      0.0000E+00      0.0000E+00      3.4456E+00      1.9655E+02   
   4.1704E+00      4.1811E+02      0.0000E+00      0.0000E+00      3.5407E+00      1.9646E+02   
   4.2039E+00      4.1912E+02      0.0000E+00      0.0000E+00      3.6376E+00      1.9636E+02   
   4.2374E+00      4.2012E+02      0.0000E+00      0.0000E+00      3.7362E+00      1.9626E+02   
   4.2708E+00      4.2112E+02      0.0000E+00      0.0000E+00      3.8367E+00      1.9616E+02   
   4.3043E+00      4.2213E+02      0.0000E+00      0.0000E+00      3.9391E+00      1.9606E+02   
   4.3378E+00      4.2313E+02      0.0000E+00      0.0000E+00      4.0433E+00      1.9596E+02   
   4.3712E+00      4.2414E+02      0.0000E+00      0.0000E+00      4.1494E+00      1.9585E+02   
   4.4047E+00      4.2514E+02      0.0000E+00      0.0000E+00      4.2575E+00      1.9574E+02   
   4.4382E+00      4.2615E+02      0.0000E+00      0.0000E+00      4.3675E+00      1.9563E+02   
   4.4717E+00      4.2715E+02      0.0000E+00      0.0000E+00      4.4795E+00      1.9552E+02   
   4.5051E+00      4.2815E+02      0.0000E+00      0.0000E+00      4.5936E+00      1.9541E+02   
   4.5386E+00      4.2916E+02      0.0000E+00      0.0000E+00      4.7097E+00      1.9529E+02   
   4.5721E+00      4.3016E+02      0.0000E+00      0.0000E+00      4.8279E+00      1.9517E+02   
   4.6056E+00      4.3117E+02      0.0000E+00      0.0000E+00      4.9482E+00      1.9505E+02   
   4.6390E+00      4.3217E+02      0.0000E+00      0.0000E+00      5.0706E+00      1.9493E+02   
   4.6725E+00      4.3317E+02      0.0000E+00      0.0000E+00      5.1952E+00      1.9480E+02   
   4.7060E+00      4.3418E+02      0.0000E+00      0.0000E+00      5.3221E+00      1.9468E+02   
   4.7394E+00      4.3518E+02      0.0000E+00      0.0000E+00      5.4511E+00      1.9455E+02   
   4.7729E+00      4.3619E+02      0.0000E+00      0.0000E+00      5.5824E+00      1.9442E+02   
   4.8064E+00      4.3719E+02      0.0000E+00      0.0000E+00      5.7161E+00      1.9428E+02   
   4.8399E+00      4.3820E+02      0.0000E+00      0.0000E+00      5.8520E+00      1.9415E+02   
   4.8733E+00      4.3920E+02      0.0000E+00      0.0000E+00      5.9903E+00      1.9401E+02   
   4.9068E+00      4.4020E+02      0.0000E+00      0.0000E+00      6.1310E+00      1.9387E+02   
   4.9403E+00      4.4121E+02      0.0000E+00      0.0000E+00      6.2741E+00      1.9373E+02   
   4.9737E+00      4.4221E+02      0.0000E+00      0.0000E+00      6.4197E+00      1.9358E+02   
   5.0072E+00      4.4322E+02      0.0000E+00      0.0000E+00      6.5675E+00      1.9343E+02   
   5.0406E+00      4.4422E+02      0.0000E+00      0.0000E+00      6.7178E+00      1.9328E+02   
   5.0739E+00      4.4522E+02      0.0000E+00      0.0000E+00      6.8705E+00      1.9313E+02   
   5.1074E+00      4.4622E+02      0.0000E+00      0.0000E+00      7.0259E+00      1.9297E+02   
   5.1408E+00      4.4722E+02      0.0000E+00      0.0000E+00      7.1841E+00      1.9282E+02   
   5.1742E+00      4.4823E+02      0.0000E+00      0.0000E+00      7.3447E+00      1.9266E+02   
   5.2076E+00      4.4923E+02      0.0000E+00      0.0000E+00      7.5077E+00      1.9249E+02   
   5.2410E+00      4.5023E+02      0.0000E+00      0.0000E+00      7.6737E+00      1.9233E+02   
   5.2744E+00      4.5123E+02      0.0000E+00      0.0000E+00      7.8424E+00      1.9216E+02   
   5.3078E+00      4.5223E+02      0.0000E+00      0.0000E+00      8.0139E+00      1.9199E+02   
   5.3411E+00      4.5323E+02      0.0000E+00      0.0000E+00      8.1878E+00      1.9181E+02   
   5.3746E+00      4.5424E+02      0.0000E+00      0.0000E+00      8.3650E+00      1.9164E+02   
   5.4081E+00      4.5524E+02      0.0000E+00      0.0000E+00      8.5454E+00      1.9145E+02   
   5.4416E+00      4.5625E+02      0.0000E+00      0.0000E+00      8.7288E+00      1.9127E+02   
   5.4751E+00      4.5725E+02      0.0000E+00      0.0000E+00      8.9151E+00      1.9108E+02   
   5.5085E+00      4.5825E+02      0.0000E+00      0.0000E+00      9.1040E+00      1.9090E+02   
   5.5421E+00      4.5926E+02      0.0000E+00      0.0000E+00      9.2967E+00      1.9070E+02   
   5.5755E+00      4.6026E+02      0.0000E+00      0.0000E+00      9.4916E+00      1.9051E+02   
   5.6090E+00      4.6127E+02      0.0000E+00      0.0000E+00      9.6899E+00      1.9031E+02   
   5.6425E+00      4.6227E+02      0.0000E+00      0.0000E+00      9.8916E+00      1.9011E+02   
   5.6760E+00      4.6328E+02      0.0000E+00      0.0000E+00      1.0096E+01      1.8990E+02   
   5.7095E+00      4.6428E+02      0.0000E+00      0.0000E+00      1.0304E+01      1.8970E+02   
   5.7428E+00      4.6529E+02      0.0000E+00      0.0000E+00      1.0514E+01      1.8949E+02   
   5.7764E+00      4.6629E+02      0.0000E+00      0.0000E+00      1.0729E+01      1.8927E+02   
   5.8097E+00      4.6729E+02      0.0000E+00      0.0000E+00      1.0945E+01      1.8905E+02   
   5.8432E+00      4.6829E+02      0.0000E+00      0.0000E+00      1.1166E+01      1.8883E+02   
   5.8767E+00      4.6930E+02      0.0000E+00      0.0000E+00      1.1390E+01      1.8861E+02   
   5.9102E+00      4.7031E+02      0.0000E+00      0.0000E+00      1.1618E+01      1.8838E+02   
   5.9438E+00      4.7131E+02      0.0000E+00      0.0000E+00      1.1850E+01      1.8815E+02   
   5.9773E+00      4.7232E+02      0.0000E+00      0.0000E+00      1.2084E+01      1.8792E+02   
   6.0107E+00      4.7332E+02      0.0000E+00      0.0000E+00      1.2322E+01      1.8768E+02   
   6.0444E+00      4.7433E+02      0.0000E+00      0.0000E+00      1.2565E+01      1.8744E+02   
   6.0780E+00      4.7534E+02      0.0000E+00      0.0000E+00      1.2810E+01      1.8719E+02   
   6.1113E+00      4.7634E+02      0.0000E+00      0.0000E+00      1.3058E+01      1.8694E+02   
   6.1449E+00      4.7735E+02      0.0000E+00      0.0000E+00      1.3311E+01      1.8669E+02   
   6.1786E+00      4.7836E+02      0.0000E+00      0.0000E+00      1.3568E+01      1.8643E+02   
   6.2119E+00      4.7936E+02      0.0000E+00      0.0000E+00      1.3827E+01      1.8617E+02   
   6.2454E+00      4.8036E+02      0.0000E+00      0.0000E+00      1.4091E+01      1.8591E+02   
   6.2789E+00      4.8137E+02      0.0000E+00      0.0000E+00      1.4358E+01      1.8564E+02   
   6.3125E+00      4.8237E+02      0.0000E+00      0.0000E+00      1.4630E+01      1.8537E+02   
   6.3460E+00      4.8338E+02      0.0000E+00      0.0000E+00      1.4905E+01      1.8509E+02   
   6.3795E+00      4.8439E+02      0.0000E+00      0.0000E+00      1.5184E+01      1.8482E+02   
   6.4130E+00      4.8539E+02      0.0000E+00      0.0000E+00      1.5467E+01      1.8453E+02   
   6.4469E+00      4.8641E+02      0.0000E+00      0.0000E+00      1.5757E+01      1.8424E+02   
   6.4806E+00      4.8742E+02      0.0000E+00      0.0000E+00      1.6050E+01      1.8395E+02   
   6.5142E+00      4.8843E+02      0.0000E+00      0.0000E+00      1.6346E+01      1.8365E+02   
   6.5476E+00      4.8943E+02      0.0000E+00      0.0000E+00      1.6644E+01      1.8336E+02   
   6.5813E+00      4.9044E+02      0.0000E+00      0.0000E+00      1.6950E+01      1.8305E+02   
   6.6148E+00      4.9144E+02      0.0000E+00      0.0000E+00      1.7256E+01      1.8274E+02   
   6.6485E+00      4.9246E+02      0.0000E+00      0.0000E+00      1.7571E+01      1.8243E+02   
   6.6819E+00      4.9346E+02      0.0000E+00      0.0000E+00      1.7885E+01      1.8211E+02   
   6.7156E+00      4.9447E+02      0.0000E+00      0.0000E+00      1.8207E+01      1.8179E+02   
   6.7495E+00      4.9548E+02      0.0000E+00      0.0000E+00      1.8536E+01      1.8146E+02   
   6.7829E+00      4.9649E+02      0.0000E+00      0.0000E+00      1.8864E+01      1.8114E+02   
   6.8165E+00      4.9750E+02      0.0000E+00      0.0000E+00      1.9199E+01      1.8080E+02   
   6.8503E+00      4.9851E+02      0.0000E+00      0.0000E+00      1.9540E+01      1.8046E+02   
   6.8843E+00      4.9953E+02      0.0000E+00      0.0000E+00      1.9887E+01      1.8011E+02   
   6.9184E+00      5.0055E+02      0.0000E+00      0.0000E+00      2.0240E+01      1.7976E+02   
   6.9518E+00      5.0156E+02      0.0000E+00      0.0000E+00      2.0591E+01      1.7941E+02   
   6.9853E+00      5.0256E+02      0.0000E+00      0.0000E+00      2.0947E+01      1.7905E+02   
   7.0188E+00      5.0356E+02      0.0000E+00      0.0000E+00      2.1308E+01      1.7869E+02   
   7.0524E+00      5.0457E+02      0.0000E+00      0.0000E+00      2.1673E+01      1.7833E+02   
   7.0859E+00      5.0558E+02      0.0000E+00      0.0000E+00      2.2044E+01      1.7796E+02   
   7.1193E+00      5.0658E+02      0.0000E+00      0.0000E+00      2.2418E+01      1.7758E+02   
   7.1527E+00      5.0758E+02      0.0000E+00      0.0000E+00      2.2797E+01      1.7720E+02   
   7.1870E+00      5.0861E+02      0.0000E+00      0.0000E+00      2.3191E+01      1.7681E+02   
   7.2213E+00      5.0964E+02      0.0000E+00      0.0000E+00      2.3589E+01      1.7641E+02   
   7.2553E+00      5.1066E+02      0.0000E+00      0.0000E+00      2.3990E+01      1.7601E+02   
   7.2893E+00      5.1168E+02      0.0000E+00      0.0000E+00      2.4395E+01      1.7561E+02   
   7.3230E+00      5.1269E+02      0.0000E+00      0.0000E+00      2.4802E+01      1.7520E+02   
   7.3564E+00      5.1369E+02      0.0000E+00      0.0000E+00      2.5211E+01      1.7479E+02   
   7.3908E+00      5.1472E+02      0.0000E+00      0.0000E+00      2.5636E+01      1.7436E+02   
   7.4248E+00      5.1575E+02      0.0000E+00      0.0000E+00      2.6063E+01      1.7394E+02   
   7.4585E+00      5.1676E+02      0.0000E+00      0.0000E+00      2.6491E+01      1.7351E+02   
   7.4932E+00      5.1779E+02      0.0000E+00      0.0000E+00      2.6936E+01      1.7306E+02   
   7.5274E+00      5.1882E+02      0.0000E+00      0.0000E+00      2.7382E+01      1.7262E+02   
   7.5612E+00      5.1983E+02      0.0000E+00      0.0000E+00      2.7827E+01      1.7217E+02   
   7.5958E+00      5.2087E+02      0.0000E+00      0.0000E+00      2.8289E+01      1.7171E+02   
   7.6300E+00      5.2190E+02      0.0000E+00      0.0000E+00      2.8750E+01      1.7125E+02   
   7.6636E+00      5.2291E+02      0.0000E+00      0.0000E+00      2.9209E+01      1.7079E+02   
   7.6980E+00      5.2394E+02      0.0000E+00      0.0000E+00      2.9686E+01      1.7031E+02   
   7.7318E+00      5.2496E+02      0.0000E+00      0.0000E+00      3.0159E+01      1.6984E+02   
   7.7665E+00      5.2600E+02      0.0000E+00      0.0000E+00      3.0651E+01      1.6935E+02   
   7.8005E+00      5.2702E+02      0.0000E+00      0.0000E+00      3.1138E+01      1.6886E+02   
   7.8354E+00      5.2806E+02      0.0000E+00      0.0000E+00      3.1643E+01      1.6836E+02   
   7.8694E+00      5.2908E+02      0.0000E+00      0.0000E+00      3.2143E+01      1.6786E+02   
   7.9044E+00      5.3013E+02      0.0000E+00      0.0000E+00      3.2662E+01      1.6734E+02   
   7.9384E+00      5.3115E+02      0.0000E+00      0.0000E+00      3.3174E+01      1.6683E+02   
   7.9733E+00      5.3220E+02      0.0000E+00      0.0000E+00      3.3705E+01      1.6630E+02   
   8.0072E+00      5.3322E+02      0.0000E+00      0.0000E+00      3.4227E+01      1.6577E+02   
   8.0420E+00      5.3426E+02      0.0000E+00      0.0000E+00      3.4768E+01      1.6523E+02   
   8.0756E+00      5.3527E+02      0.0000E+00      0.0000E+00      3.5298E+01      1.6470E+02   
   8.1101E+00      5.3630E+02      0.0000E+00      0.0000E+00      3.5847E+01      1.6415E+02   
   8.1455E+00      5.3736E+02      0.0000E+00      0.0000E+00      3.6417E+01      1.6358E+02   
   8.1796E+00      5.3839E+02      0.0000E+00      0.0000E+00      3.6974E+01      1.6303E+02   
   8.2146E+00      5.3944E+02      0.0000E+00      0.0000E+00      3.7551E+01      1.6245E+02   
   8.2482E+00      5.4045E+02      0.0000E+00      0.0000E+00      3.8111E+01      1.6189E+02   
   8.2826E+00      5.4148E+02      0.0000E+00      0.0000E+00      3.8691E+01      1.6131E+02   
   8.3178E+00      5.4253E+02      0.0000E+00      0.0000E+00      3.9291E+01      1.6071E+02   
   8.3527E+00      5.4358E+02      0.0000E+00      0.0000E+00      3.9891E+01      1.6011E+02   
   8.3869E+00      5.4461E+02      0.0000E+00      0.0000E+00      4.0486E+01      1.5951E+02   
   8.4205E+00      5.4562E+02      0.0000E+00      0.0000E+00      4.1078E+01      1.5892E+02   
   8.4557E+00      5.4667E+02      0.0000E+00      0.0000E+00      4.1703E+01      1.5830E+02   
   8.4903E+00      5.4771E+02      0.0000E+00      0.0000E+00      4.2324E+01      1.5768E+02   
   8.5242E+00      5.4873E+02      0.0000E+00      0.0000E+00      4.2941E+01      1.5706E+02   
   8.5596E+00      5.4979E+02      0.0000E+00      0.0000E+00      4.3591E+01      1.5641E+02   
   8.5943E+00      5.5083E+02      0.0000E+00      0.0000E+00      4.4236E+01      1.5576E+02   
   8.6284E+00      5.5185E+02      0.0000E+00      0.0000E+00      4.4876E+01      1.5512E+02   
   8.6619E+00      5.5286E+02      0.0000E+00      0.0000E+00      4.5512E+01      1.5449E+02   
   8.6967E+00      5.5390E+02      0.0000E+00      0.0000E+00      4.6180E+01      1.5382E+02   
   8.7310E+00      5.5493E+02      0.0000E+00      0.0000E+00      4.6844E+01      1.5316E+02   
   8.7646E+00      5.5594E+02      0.0000E+00      0.0000E+00      4.7502E+01      1.5250E+02   
   8.7995E+00      5.5698E+02      0.0000E+00      0.0000E+00      4.8192E+01      1.5181E+02   
   8.8337E+00      5.5801E+02      0.0000E+00      0.0000E+00      4.8877E+01      1.5112E+02   
   8.8674E+00      5.5902E+02      0.0000E+00      0.0000E+00      4.9557E+01      1.5044E+02   
   8.9022E+00      5.6007E+02      0.0000E+00      0.0000E+00      5.0268E+01      1.4973E+02   
   8.9364E+00      5.6109E+02      0.0000E+00      0.0000E+00      5.0974E+01      1.4903E+02   
   8.9700E+00      5.6210E+02      0.0000E+00      0.0000E+00      5.1674E+01      1.4833E+02   
   9.0047E+00      5.6314E+02      0.0000E+00      0.0000E+00      5.2405E+01      1.4760E+02   
   9.0388E+00      5.6416E+02      0.0000E+00      0.0000E+00      5.3130E+01      1.4687E+02   
   9.0723E+00      5.6517E+02      0.0000E+00      0.0000E+00      5.3850E+01      1.4615E+02   
   9.1068E+00      5.6620E+02      0.0000E+00      0.0000E+00      5.4599E+01      1.4540E+02   
   9.1408E+00      5.6722E+02      0.0000E+00      0.0000E+00      5.5343E+01      1.4466E+02   
   9.1741E+00      5.6822E+02      0.0000E+00      0.0000E+00      5.6082E+01      1.4392E+02   
   9.2084E+00      5.6925E+02      0.0000E+00      0.0000E+00      5.6849E+01      1.4315E+02   
   9.2422E+00      5.7026E+02      0.0000E+00      0.0000E+00      5.7610E+01      1.4239E+02   
   9.2768E+00      5.7130E+02      0.0000E+00      0.0000E+00      5.8399E+01      1.4160E+02   
