Results for node = 1
    time [d]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   5.2963E-02      3.0825E+02      0.0000E+00      0.0000E+00      5.1315E-02      1.9995E+02   
   5.5052E-02      3.0885E+02      0.0000E+00      0.0000E+00      5.1621E-02      1.9995E+02   
   5.7141E-02      3.0946E+02      0.0000E+00      0.0000E+00      5.1954E-02      1.9995E+02   
   5.9230E-02      3.1006E+02      0.0000E+00      0.0000E+00      5.2315E-02      1.9995E+02   
   6.1319E-02      3.1066E+02      0.0000E+00      0.0000E+00      5.2705E-02      1.9995E+02   
   6.3409E-02      3.1126E+02      0.0000E+00      0.0000E+00      5.3126E-02      1.9995E+02   
   6.5498E-02      3.1186E+02      0.0000E+00      0.0000E+00      5.3580E-02      1.9995E+02   
   6.7587E-02      3.1246E+02      0.0000E+00      0.0000E+00      5.4069E-02      1.9995E+02   
   6.9676E-02      3.1307E+02      0.0000E+00      0.0000E+00      5.4595E-02      1.9995E+02   
   7.1765E-02      3.1367E+02      0.0000E+00      0.0000E+00      5.5160E-02      1.9994E+02   
   7.3854E-02      3.1427E+02      0.0000E+00      0.0000E+00      5.5766E-02      1.9994E+02   
   7.5943E-02      3.1487E+02      0.0000E+00      0.0000E+00      5.6416E-02      1.9994E+02   
   7.8032E-02      3.1547E+02      0.0000E+00      0.0000E+00      5.7112E-02      1.9994E+02   
   8.0122E-02      3.1607E+02      0.0000E+00      0.0000E+00      5.7857E-02      1.9994E+02   
   8.2211E-02      3.1668E+02      0.0000E+00      0.0000E+00      5.8653E-02      1.9994E+02   
   8.4300E-02      3.1728E+02      0.0000E+00      0.0000E+00      5.9502E-02      1.9994E+02   
   8.6389E-02      3.1788E+02      0.0000E+00      0.0000E+00      6.0409E-02      1.9994E+02   
   8.8478E-02      3.1848E+02      0.0000E+00      0.0000E+00      6.1375E-02      1.9994E+02   
   9.0567E-02      3.1908E+02      0.0000E+00      0.0000E+00      6.2403E-02      1.9994E+02   
   9.2656E-02      3.1968E+02      0.0000E+00      0.0000E+00      6.3498E-02      1.9994E+02   
   9.4745E-02      3.2029E+02      0.0000E+00      0.0000E+00      6.4661E-02      1.9994E+02   
   9.6834E-02      3.2089E+02      0.0000E+00      0.0000E+00      6.5897E-02      1.9993E+02   
   9.8924E-02      3.2149E+02      0.0000E+00      0.0000E+00      6.7209E-02      1.9993E+02   
   1.0101E-01      3.2209E+02      0.0000E+00      0.0000E+00      6.8600E-02      1.9993E+02   
   1.0310E-01      3.2269E+02      0.0000E+00      0.0000E+00      7.0074E-02      1.9993E+02   
   1.0519E-01      3.2329E+02      0.0000E+00      0.0000E+00      7.1636E-02      1.9993E+02   
   1.0728E-01      3.2390E+02      0.0000E+00      0.0000E+00      7.3288E-02      1.9993E+02   
   1.0937E-01      3.2450E+02      0.0000E+00      0.0000E+00      7.5035E-02      1.9992E+02   
   1.1146E-01      3.2510E+02      0.0000E+00      0.0000E+00      7.6880E-02      1.9992E+02   
   1.1355E-01      3.2570E+02      0.0000E+00      0.0000E+00      7.8830E-02      1.9992E+02   
   1.1564E-01      3.2630E+02      0.0000E+00      0.0000E+00      8.0887E-02      1.9992E+02   
   1.1773E-01      3.2690E+02      0.0000E+00      0.0000E+00      8.3055E-02      1.9992E+02   
   1.1981E-01      3.2751E+02      0.0000E+00      0.0000E+00      8.5341E-02      1.9991E+02   
   1.2190E-01      3.2811E+02      0.0000E+00      0.0000E+00      8.7748E-02      1.9991E+02   
   1.2399E-01      3.2871E+02      0.0000E+00      0.0000E+00      9.0280E-02      1.9991E+02   
   1.2608E-01      3.2931E+02      0.0000E+00      0.0000E+00      9.2944E-02      1.9991E+02   
   1.2817E-01      3.2991E+02      0.0000E+00      0.0000E+00      9.5743E-02      1.9990E+02   
   1.3026E-01      3.3051E+02      0.0000E+00      0.0000E+00      9.8683E-02      1.9990E+02   
   1.3235E-01      3.3112E+02      0.0000E+00      0.0000E+00      1.0177E-01      1.9990E+02   
   1.3444E-01      3.3172E+02      0.0000E+00      0.0000E+00      1.0501E-01      1.9989E+02   
   1.3653E-01      3.3232E+02      0.0000E+00      0.0000E+00      1.0840E-01      1.9989E+02   
   1.3862E-01      3.3292E+02      0.0000E+00      0.0000E+00      1.1195E-01      1.9989E+02   
   1.4071E-01      3.3352E+02      0.0000E+00      0.0000E+00      1.1568E-01      1.9988E+02   
   1.4280E-01      3.3412E+02      0.0000E+00      0.0000E+00      1.1957E-01      1.9988E+02   
   1.4488E-01      3.3473E+02      0.0000E+00      0.0000E+00      1.2364E-01      1.9988E+02   
   1.4697E-01      3.3533E+02      0.0000E+00      0.0000E+00      1.2790E-01      1.9987E+02   
   1.4906E-01      3.3593E+02      0.0000E+00      0.0000E+00      1.3234E-01      1.9987E+02   
   1.5115E-01      3.3653E+02      0.0000E+00      0.0000E+00      1.3697E-01      1.9986E+02   
   1.5324E-01      3.3713E+02      0.0000E+00      0.0000E+00      1.4181E-01      1.9986E+02   
   1.5533E-01      3.3773E+02      0.0000E+00      0.0000E+00      1.4685E-01      1.9985E+02   
   1.5742E-01      3.3834E+02      0.0000E+00      0.0000E+00      1.5210E-01      1.9985E+02   
   1.5951E-01      3.3894E+02      0.0000E+00      0.0000E+00      1.5757E-01      1.9984E+02   
   1.6160E-01      3.3954E+02      0.0000E+00      0.0000E+00      1.6326E-01      1.9984E+02   
   1.6369E-01      3.4014E+02      0.0000E+00      0.0000E+00      1.6917E-01      1.9983E+02   
   1.6578E-01      3.4074E+02      0.0000E+00      0.0000E+00      1.7531E-01      1.9982E+02   
   1.6786E-01      3.4134E+02      0.0000E+00      0.0000E+00      1.8170E-01      1.9982E+02   
   1.6995E-01      3.4195E+02      0.0000E+00      0.0000E+00      1.8832E-01      1.9981E+02   
   1.7204E-01      3.4255E+02      0.0000E+00      0.0000E+00      1.9519E-01      1.9980E+02   
   1.7413E-01      3.4315E+02      0.0000E+00      0.0000E+00      2.0231E-01      1.9980E+02   
   1.7622E-01      3.4375E+02      0.0000E+00      0.0000E+00      2.0968E-01      1.9979E+02   
   1.7831E-01      3.4435E+02      0.0000E+00      0.0000E+00      2.1732E-01      1.9978E+02   
   1.8040E-01      3.4495E+02      0.0000E+00      0.0000E+00      2.2522E-01      1.9977E+02   
   1.8249E-01      3.4556E+02      0.0000E+00      0.0000E+00      2.3339E-01      1.9977E+02   
   1.8458E-01      3.4616E+02      0.0000E+00      0.0000E+00      2.4183E-01      1.9976E+02   
   1.8667E-01      3.4676E+02      0.0000E+00      0.0000E+00      2.5055E-01      1.9975E+02   
   1.8876E-01      3.4736E+02      0.0000E+00      0.0000E+00      2.5955E-01      1.9974E+02   
   1.9084E-01      3.4796E+02      0.0000E+00      0.0000E+00      2.6884E-01      1.9973E+02   
   1.9293E-01      3.4856E+02      0.0000E+00      0.0000E+00      2.7841E-01      1.9972E+02   
   1.9502E-01      3.4917E+02      0.0000E+00      0.0000E+00      2.8827E-01      1.9971E+02   
   1.9711E-01      3.4977E+02      0.0000E+00      0.0000E+00      2.9842E-01      1.9970E+02   
   1.9920E-01      3.5037E+02      0.0000E+00      0.0000E+00      3.0887E-01      1.9969E+02   
   2.0129E-01      3.5097E+02      0.0000E+00      0.0000E+00      3.1962E-01      1.9968E+02   
   2.0338E-01      3.5157E+02      0.0000E+00      0.0000E+00      3.3067E-01      1.9967E+02   
   2.0547E-01      3.5217E+02      0.0000E+00      0.0000E+00      3.4202E-01      1.9966E+02   
   2.0756E-01      3.5278E+02      0.0000E+00      0.0000E+00      3.5368E-01      1.9965E+02   
   2.0965E-01      3.5338E+02      0.0000E+00      0.0000E+00      3.6564E-01      1.9963E+02   
   2.1174E-01      3.5398E+02      0.0000E+00      0.0000E+00      3.7791E-01      1.9962E+02   
   2.1383E-01      3.5458E+02      0.0000E+00      0.0000E+00      3.9048E-01      1.9961E+02   
   2.1591E-01      3.5518E+02      0.0000E+00      0.0000E+00      4.0337E-01      1.9960E+02   
   2.1800E-01      3.5578E+02      0.0000E+00      0.0000E+00      4.1656E-01      1.9958E+02   
   2.2009E-01      3.5639E+02      0.0000E+00      0.0000E+00      4.3006E-01      1.9957E+02   
   2.2218E-01      3.5699E+02      0.0000E+00      0.0000E+00      4.4387E-01      1.9956E+02   
   2.2427E-01      3.5759E+02      0.0000E+00      0.0000E+00      4.5800E-01      1.9954E+02   
   2.2636E-01      3.5819E+02      0.0000E+00      0.0000E+00      4.7243E-01      1.9953E+02   
   2.2845E-01      3.5879E+02      0.0000E+00      0.0000E+00      4.8717E-01      1.9951E+02   
   2.3054E-01      3.5939E+02      0.0000E+00      0.0000E+00      5.0223E-01      1.9950E+02   
   2.3263E-01      3.6000E+02      0.0000E+00      0.0000E+00      5.1759E-01      1.9948E+02   
   2.3472E-01      3.6060E+02      0.0000E+00      0.0000E+00      5.3325E-01      1.9947E+02   
   2.3681E-01      3.6120E+02      0.0000E+00      0.0000E+00      5.4923E-01      1.9945E+02   
   2.3889E-01      3.6180E+02      0.0000E+00      0.0000E+00      5.6552E-01      1.9943E+02   
   2.4098E-01      3.6240E+02      0.0000E+00      0.0000E+00      5.8210E-01      1.9942E+02   
   2.4307E-01      3.6300E+02      0.0000E+00      0.0000E+00      5.9900E-01      1.9940E+02   
   2.4516E-01      3.6361E+02      0.0000E+00      0.0000E+00      6.1620E-01      1.9938E+02   
   2.4725E-01      3.6421E+02      0.0000E+00      0.0000E+00      6.3370E-01      1.9937E+02   
   2.4934E-01      3.6481E+02      0.0000E+00      0.0000E+00      6.5151E-01      1.9935E+02   
   2.5143E-01      3.6541E+02      0.0000E+00      0.0000E+00      6.6961E-01      1.9933E+02   
   2.5352E-01      3.6601E+02      0.0000E+00      0.0000E+00      6.8802E-01      1.9931E+02   
   2.5561E-01      3.6661E+02      0.0000E+00      0.0000E+00      7.0673E-01      1.9929E+02   
   2.5770E-01      3.6722E+02      0.0000E+00      0.0000E+00      7.2574E-01      1.9927E+02   
   2.5979E-01      3.6782E+02      0.0000E+00      0.0000E+00      7.4505E-01      1.9925E+02   
   2.6187E-01      3.6842E+02      0.0000E+00      0.0000E+00      7.6466E-01      1.9924E+02   
   2.6396E-01      3.6902E+02      0.0000E+00      0.0000E+00      7.8456E-01      1.9922E+02   
   2.6605E-01      3.6962E+02      0.0000E+00      0.0000E+00      8.0477E-01      1.9920E+02   
   2.6814E-01      3.7022E+02      0.0000E+00      0.0000E+00      8.2528E-01      1.9917E+02   
   2.7023E-01      3.7083E+02      0.0000E+00      0.0000E+00      8.4608E-01      1.9915E+02   
   2.7232E-01      3.7143E+02      0.0000E+00      0.0000E+00      8.6719E-01      1.9913E+02   
   2.7441E-01      3.7203E+02      0.0000E+00      0.0000E+00      8.8860E-01      1.9911E+02   
   2.7650E-01      3.7263E+02      0.0000E+00      0.0000E+00      9.1031E-01      1.9909E+02   
   2.7859E-01      3.7323E+02      0.0000E+00      0.0000E+00      9.3232E-01      1.9907E+02   
   2.8068E-01      3.7383E+02      0.0000E+00      0.0000E+00      9.5464E-01      1.9905E+02   
   2.8277E-01      3.7444E+02      0.0000E+00      0.0000E+00      9.7726E-01      1.9902E+02   
   2.8486E-01      3.7504E+02      0.0000E+00      0.0000E+00      1.0002E+00      1.9900E+02   
   2.8694E-01      3.7564E+02      0.0000E+00      0.0000E+00      1.0234E+00      1.9898E+02   
   2.8903E-01      3.7624E+02      0.0000E+00      0.0000E+00      1.0470E+00      1.9895E+02   
   2.9112E-01      3.7684E+02      0.0000E+00      0.0000E+00      1.0708E+00      1.9893E+02   
   2.9321E-01      3.7744E+02      0.0000E+00      0.0000E+00      1.0950E+00      1.9890E+02   
   2.9530E-01      3.7805E+02      0.0000E+00      0.0000E+00      1.1195E+00      1.9888E+02   
   2.9739E-01      3.7865E+02      0.0000E+00      0.0000E+00      1.1444E+00      1.9886E+02   
   2.9948E-01      3.7925E+02      0.0000E+00      0.0000E+00      1.1695E+00      1.9883E+02   
   3.0157E-01      3.7985E+02      0.0000E+00      0.0000E+00      1.1950E+00      1.9881E+02   
   3.0366E-01      3.8045E+02      0.0000E+00      0.0000E+00      1.2208E+00      1.9878E+02   
   3.0575E-01      3.8105E+02      0.0000E+00      0.0000E+00      1.2470E+00      1.9875E+02   
   3.0784E-01      3.8166E+02      0.0000E+00      0.0000E+00      1.2734E+00      1.9873E+02   
   3.0992E-01      3.8226E+02      0.0000E+00      0.0000E+00      1.3003E+00      1.9870E+02   
   3.1201E-01      3.8286E+02      0.0000E+00      0.0000E+00      1.3275E+00      1.9867E+02   
   3.1410E-01      3.8346E+02      0.0000E+00      0.0000E+00      1.3550E+00      1.9865E+02   
   3.1619E-01      3.8406E+02      0.0000E+00      0.0000E+00      1.3829E+00      1.9862E+02   
   3.1828E-01      3.8466E+02      0.0000E+00      0.0000E+00      1.4111E+00      1.9859E+02   
   3.2037E-01      3.8527E+02      0.0000E+00      0.0000E+00      1.4397E+00      1.9856E+02   
   3.2246E-01      3.8587E+02      0.0000E+00      0.0000E+00      1.4687E+00      1.9853E+02   
   3.2455E-01      3.8647E+02      0.0000E+00      0.0000E+00      1.4981E+00      1.9850E+02   
   3.2664E-01      3.8707E+02      0.0000E+00      0.0000E+00      1.5278E+00      1.9847E+02   
   3.2873E-01      3.8767E+02      0.0000E+00      0.0000E+00      1.5579E+00      1.9844E+02   
   3.3082E-01      3.8827E+02      0.0000E+00      0.0000E+00      1.5884E+00      1.9841E+02   
   3.3291E-01      3.8888E+02      0.0000E+00      0.0000E+00      1.6193E+00      1.9838E+02   
   3.3499E-01      3.8948E+02      0.0000E+00      0.0000E+00      1.6506E+00      1.9835E+02   
   3.3708E-01      3.9008E+02      0.0000E+00      0.0000E+00      1.6823E+00      1.9832E+02   
   3.3917E-01      3.9068E+02      0.0000E+00      0.0000E+00      1.7144E+00      1.9829E+02   
   3.4126E-01      3.9128E+02      0.0000E+00      0.0000E+00      1.7469E+00      1.9825E+02   
   3.4335E-01      3.9188E+02      0.0000E+00      0.0000E+00      1.7798E+00      1.9822E+02   
   3.4544E-01      3.9249E+02      0.0000E+00      0.0000E+00      1.8132E+00      1.9819E+02   
   3.4753E-01      3.9309E+02      0.0000E+00      0.0000E+00      1.8469E+00      1.9815E+02   
   3.4962E-01      3.9369E+02      0.0000E+00      0.0000E+00      1.8811E+00      1.9812E+02   
   3.5171E-01      3.9429E+02      0.0000E+00      0.0000E+00      1.9158E+00      1.9808E+02   
   3.5380E-01      3.9489E+02      0.0000E+00      0.0000E+00      1.9508E+00      1.9805E+02   
   3.5589E-01      3.9549E+02      0.0000E+00      0.0000E+00      1.9864E+00      1.9801E+02   
   3.5797E-01      3.9610E+02      0.0000E+00      0.0000E+00      2.0223E+00      1.9798E+02   
   3.6006E-01      3.9670E+02      0.0000E+00      0.0000E+00      2.0587E+00      1.9794E+02   
   3.6215E-01      3.9730E+02      0.0000E+00      0.0000E+00      2.0956E+00      1.9790E+02   
   3.6424E-01      3.9790E+02      0.0000E+00      0.0000E+00      2.1330E+00      1.9787E+02   
   3.6633E-01      3.9850E+02      0.0000E+00      0.0000E+00      2.1708E+00      1.9783E+02   
   3.6842E-01      3.9910E+02      0.0000E+00      0.0000E+00      2.2091E+00      1.9779E+02   
   3.7051E-01      3.9971E+02      0.0000E+00      0.0000E+00      2.2479E+00      1.9775E+02   
   3.7260E-01      4.0031E+02      0.0000E+00      0.0000E+00      2.2871E+00      1.9771E+02   
   3.7469E-01      4.0091E+02      0.0000E+00      0.0000E+00      2.3269E+00      1.9767E+02   
   3.7678E-01      4.0151E+02      0.0000E+00      0.0000E+00      2.3671E+00      1.9763E+02   
   3.7887E-01      4.0211E+02      0.0000E+00      0.0000E+00      2.4079E+00      1.9759E+02   
   3.8095E-01      4.0271E+02      0.0000E+00      0.0000E+00      2.4491E+00      1.9755E+02   
   3.8304E-01      4.0332E+02      0.0000E+00      0.0000E+00      2.4909E+00      1.9751E+02   
   3.8513E-01      4.0392E+02      0.0000E+00      0.0000E+00      2.5332E+00      1.9747E+02   
   3.8722E-01      4.0452E+02      0.0000E+00      0.0000E+00      2.5760E+00      1.9742E+02   
   3.8931E-01      4.0512E+02      0.0000E+00      0.0000E+00      2.6193E+00      1.9738E+02   
   3.9140E-01      4.0572E+02      0.0000E+00      0.0000E+00      2.6632E+00      1.9734E+02   
   3.9349E-01      4.0632E+02      0.0000E+00      0.0000E+00      2.7075E+00      1.9729E+02   
   3.9558E-01      4.0693E+02      0.0000E+00      0.0000E+00      2.7525E+00      1.9725E+02   
   3.9767E-01      4.0753E+02      0.0000E+00      0.0000E+00      2.7980E+00      1.9720E+02   
   3.9976E-01      4.0813E+02      0.0000E+00      0.0000E+00      2.8440E+00      1.9716E+02   
   4.0185E-01      4.0873E+02      0.0000E+00      0.0000E+00      2.8906E+00      1.9711E+02   
   4.0394E-01      4.0933E+02      0.0000E+00      0.0000E+00      2.9378E+00      1.9706E+02   
   4.0602E-01      4.0993E+02      0.0000E+00      0.0000E+00      2.9855E+00      1.9701E+02   
   4.0811E-01      4.1054E+02      0.0000E+00      0.0000E+00      3.0338E+00      1.9697E+02   
   4.1020E-01      4.1114E+02      0.0000E+00      0.0000E+00      3.0827E+00      1.9692E+02   
   4.1229E-01      4.1174E+02      0.0000E+00      0.0000E+00      3.1321E+00      1.9687E+02   
   4.1438E-01      4.1234E+02      0.0000E+00      0.0000E+00      3.1822E+00      1.9682E+02   
   4.1647E-01      4.1294E+02      0.0000E+00      0.0000E+00      3.2329E+00      1.9677E+02   
   4.1856E-01      4.1354E+02      0.0000E+00      0.0000E+00      3.2841E+00      1.9672E+02   
   4.2065E-01      4.1415E+02      0.0000E+00      0.0000E+00      3.3360E+00      1.9666E+02   
   4.2274E-01      4.1475E+02      0.0000E+00      0.0000E+00      3.3885E+00      1.9661E+02   
   4.2483E-01      4.1535E+02      0.0000E+00      0.0000E+00      3.4415E+00      1.9656E+02   
   4.2692E-01      4.1595E+02      0.0000E+00      0.0000E+00      3.4953E+00      1.9650E+02   
   4.2900E-01      4.1655E+02      0.0000E+00      0.0000E+00      3.5496E+00      1.9645E+02   
   4.3109E-01      4.1715E+02      0.0000E+00      0.0000E+00      3.6046E+00      1.9640E+02   
   4.3318E-01      4.1776E+02      0.0000E+00      0.0000E+00      3.6602E+00      1.9634E+02   
   4.3527E-01      4.1836E+02      0.0000E+00      0.0000E+00      3.7165E+00      1.9628E+02   
   4.3736E-01      4.1896E+02      0.0000E+00      0.0000E+00      3.7734E+00      1.9623E+02   
   4.3945E-01      4.1956E+02      0.0000E+00      0.0000E+00      3.8310E+00      1.9617E+02   
   4.4154E-01      4.2016E+02      0.0000E+00      0.0000E+00      3.8892E+00      1.9611E+02   
   4.4363E-01      4.2076E+02      0.0000E+00      0.0000E+00      3.9482E+00      1.9605E+02   
   4.4572E-01      4.2137E+02      0.0000E+00      0.0000E+00      4.0077E+00      1.9599E+02   
   4.4781E-01      4.2197E+02      0.0000E+00      0.0000E+00      4.0680E+00      1.9593E+02   
   4.4990E-01      4.2257E+02      0.0000E+00      0.0000E+00      4.1290E+00      1.9587E+02   
   4.5198E-01      4.2317E+02      0.0000E+00      0.0000E+00      4.1906E+00      1.9581E+02   
   4.5407E-01      4.2377E+02      0.0000E+00      0.0000E+00      4.2530E+00      1.9575E+02   
   4.5616E-01      4.2437E+02      0.0000E+00      0.0000E+00      4.3160E+00      1.9568E+02   
   4.5825E-01      4.2498E+02      0.0000E+00      0.0000E+00      4.3798E+00      1.9562E+02   
   4.6034E-01      4.2558E+02      0.0000E+00      0.0000E+00      4.4443E+00      1.9556E+02   
   4.6243E-01      4.2618E+02      0.0000E+00      0.0000E+00      4.5095E+00      1.9549E+02   
   4.6452E-01      4.2678E+02      0.0000E+00      0.0000E+00      4.5754E+00      1.9542E+02   
   4.6661E-01      4.2738E+02      0.0000E+00      0.0000E+00      4.6421E+00      1.9536E+02   
   4.6870E-01      4.2798E+02      0.0000E+00      0.0000E+00      4.7095E+00      1.9529E+02   
   4.7079E-01      4.2859E+02      0.0000E+00      0.0000E+00      4.7777E+00      1.9522E+02   
   4.7288E-01      4.2919E+02      0.0000E+00      0.0000E+00      4.8466E+00      1.9515E+02   
   4.7497E-01      4.2979E+02      0.0000E+00      0.0000E+00      4.9162E+00      1.9508E+02   
   4.7705E-01      4.3039E+02      0.0000E+00      0.0000E+00      4.9867E+00      1.9501E+02   
   4.7914E-01      4.3099E+02      0.0000E+00      0.0000E+00      5.0579E+00      1.9494E+02   
   4.8123E-01      4.3159E+02      0.0000E+00      0.0000E+00      5.1299E+00      1.9487E+02   
   4.8332E-01      4.3220E+02      0.0000E+00      0.0000E+00      5.2026E+00      1.9480E+02   
   4.8541E-01      4.3280E+02      0.0000E+00      0.0000E+00      5.2762E+00      1.9472E+02   
   4.8750E-01      4.3340E+02      0.0000E+00      0.0000E+00      5.3506E+00      1.9465E+02   
   4.8959E-01      4.3400E+02      0.0000E+00      0.0000E+00      5.4257E+00      1.9457E+02   
   4.9168E-01      4.3460E+02      0.0000E+00      0.0000E+00      5.5017E+00      1.9450E+02   
   4.9377E-01      4.3520E+02      0.0000E+00      0.0000E+00      5.5785E+00      1.9442E+02   
   4.9586E-01      4.3581E+02      0.0000E+00      0.0000E+00      5.6561E+00      1.9434E+02   
   4.9795E-01      4.3641E+02      0.0000E+00      0.0000E+00      5.7345E+00      1.9427E+02   
   5.0003E-01      4.3701E+02      0.0000E+00      0.0000E+00      5.8138E+00      1.9419E+02   
   5.0212E-01      4.3761E+02      0.0000E+00      0.0000E+00      5.8939E+00      1.9411E+02   
   5.0421E-01      4.3821E+02      0.0000E+00      0.0000E+00      5.9749E+00      1.9403E+02   
   5.0630E-01      4.3881E+02      0.0000E+00      0.0000E+00      6.0567E+00      1.9394E+02   
   5.0839E-01      4.3942E+02      0.0000E+00      0.0000E+00      6.1394E+00      1.9386E+02   
   5.1048E-01      4.4002E+02      0.0000E+00      0.0000E+00      6.2229E+00      1.9378E+02   
   5.1257E-01      4.4062E+02      0.0000E+00      0.0000E+00      6.3073E+00      1.9369E+02   
   5.1466E-01      4.4122E+02      0.0000E+00      0.0000E+00      6.3926E+00      1.9361E+02   
   5.1675E-01      4.4182E+02      0.0000E+00      0.0000E+00      6.4788E+00      1.9352E+02   
   5.1883E-01      4.4242E+02      0.0000E+00      0.0000E+00      6.5657E+00      1.9343E+02   
   5.2092E-01      4.4302E+02      0.0000E+00      0.0000E+00      6.6536E+00      1.9335E+02   
   5.2301E-01      4.4363E+02      0.0000E+00      0.0000E+00      6.7424E+00      1.9326E+02   
   5.2509E-01      4.4423E+02      0.0000E+00      0.0000E+00      6.8322E+00      1.9317E+02   
   5.2718E-01      4.4483E+02      0.0000E+00      0.0000E+00      6.9229E+00      1.9308E+02   
   5.2927E-01      4.4543E+02      0.0000E+00      0.0000E+00      7.0144E+00      1.9299E+02   
   5.3136E-01      4.4603E+02      0.0000E+00      0.0000E+00      7.1070E+00      1.9289E+02   
   5.3344E-01      4.4663E+02      0.0000E+00      0.0000E+00      7.2004E+00      1.9280E+02   
   5.3553E-01      4.4723E+02      0.0000E+00      0.0000E+00      7.2948E+00      1.9271E+02   
   5.3762E-01      4.4783E+02      0.0000E+00      0.0000E+00      7.3902E+00      1.9261E+02   
   5.3971E-01      4.4844E+02      0.0000E+00      0.0000E+00      7.4866E+00      1.9251E+02   
   5.4180E-01      4.4904E+02      0.0000E+00      0.0000E+00      7.5840E+00      1.9242E+02   
   5.4389E-01      4.4964E+02      0.0000E+00      0.0000E+00      7.6822E+00      1.9232E+02   
   5.4597E-01      4.5024E+02      0.0000E+00      0.0000E+00      7.7812E+00      1.9222E+02   
   5.4806E-01      4.5084E+02      0.0000E+00      0.0000E+00      7.8814E+00      1.9212E+02   
   5.5015E-01      4.5144E+02      0.0000E+00      0.0000E+00      7.9828E+00      1.9202E+02   
   5.5223E-01      4.5204E+02      0.0000E+00      0.0000E+00      8.0849E+00      1.9192E+02   
   5.5432E-01      4.5264E+02      0.0000E+00      0.0000E+00      8.1880E+00      1.9181E+02   
   5.5640E-01      4.5324E+02      0.0000E+00      0.0000E+00      8.2922E+00      1.9171E+02   
   5.5849E-01      4.5384E+02      0.0000E+00      0.0000E+00      8.3973E+00      1.9160E+02   
   5.6058E-01      4.5445E+02      0.0000E+00      0.0000E+00      8.5038E+00      1.9150E+02   
   5.6267E-01      4.5505E+02      0.0000E+00      0.0000E+00      8.6112E+00      1.9139E+02   
   5.6475E-01      4.5565E+02      0.0000E+00      0.0000E+00      8.7195E+00      1.9128E+02   
   5.6685E-01      4.5625E+02      0.0000E+00      0.0000E+00      8.8291E+00      1.9117E+02   
   5.6893E-01      4.5685E+02      0.0000E+00      0.0000E+00      8.9394E+00      1.9106E+02   
   5.7102E-01      4.5745E+02      0.0000E+00      0.0000E+00      9.0510E+00      1.9095E+02   
   5.7311E-01      4.5806E+02      0.0000E+00      0.0000E+00      9.1637E+00      1.9084E+02   
   5.7520E-01      4.5866E+02      0.0000E+00      0.0000E+00      9.2776E+00      1.9072E+02   
