Results for node = 1
    time [m]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   1.2556E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.2724E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.2892E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.3061E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.3229E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.3397E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.3565E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.3734E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.3902E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.4070E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.4239E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.4407E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.4575E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.4743E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.4912E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.5080E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.5248E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.5416E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.5585E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.5753E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.5921E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.6089E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.6258E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.6426E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.6594E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.6763E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.6931E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.7099E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.7267E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.7436E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.7604E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.7772E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.7940E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.8109E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.8277E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.8445E+01      7.2300E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.8613E+01      7.2233E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.8782E+01      7.1391E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.8950E+01      7.0550E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.9118E+01      6.9709E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.9286E+01      6.8868E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.9456E+01      6.8019E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.9637E+01      6.7113E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.9816E+01      6.6218E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   1.9991E+01      6.5346E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   2.0186E+01      6.4369E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   2.0375E+01      6.3423E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   2.0553E+01      6.2533E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   2.0755E+01      6.1523E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   2.0940E+01      6.0599E+02      0.0000E+00      0.0000E+00      2.0001E+02     -7.9391E-03   
   2.1153E+01      5.9534E+02      6.1214E-03      9.9388E-01      1.9863E+02      1.3711E+00   
   2.1338E+01      5.8610E+02      8.3501E-03      9.9165E-01      1.9380E+02      6.1994E+00   
   2.1553E+01      5.7536E+02      8.8259E-03      9.9117E-01      1.8351E+02      1.6488E+01   
   2.1811E+01      5.6246E+02      7.9242E-03      9.9208E-01      1.6477E+02      3.5230E+01   
   2.2018E+01      5.5209E+02      6.7119E-03      9.9329E-01      1.4578E+02      5.4222E+01   
   2.2269E+01      5.3956E+02      5.2644E-03      9.9474E-01      1.2245E+02      7.7549E+01   
   2.2511E+01      5.2743E+02      4.1569E-03      9.9584E-01      1.0519E+02      9.4815E+01   
   2.2696E+01      5.1822E+02      3.4252E-03      9.9657E-01      9.3339E+01      1.0666E+02   
   2.2908E+01      5.0761E+02      2.6379E-03      9.9736E-01      8.1281E+01      1.1872E+02   
   2.3120E+01      4.9702E+02      1.9276E-03      9.9807E-01      7.0745E+01      1.2925E+02   
   2.3318E+01      4.8712E+02      1.3730E-03      9.9863E-01      6.1992E+01      1.3801E+02   
   2.3498E+01      4.7809E+02      9.7555E-04      9.9902E-01      5.4810E+01      1.4519E+02   
   2.3681E+01      4.6893E+02      6.7076E-04      9.9933E-01      4.8210E+01      1.5179E+02   
   2.3855E+01      4.6026E+02      4.5893E-04      9.9954E-01      4.2531E+01      1.5747E+02   
   2.4026E+01      4.5170E+02      3.0862E-04      9.9969E-01      3.7440E+01      1.6256E+02   
   2.4195E+01      4.4326E+02      2.0415E-04      9.9980E-01      3.2875E+01      1.6713E+02   
   2.4362E+01      4.3491E+02      1.3603E-04      9.9986E-01      2.8818E+01      1.7118E+02   
   2.4537E+01      4.2616E+02      8.4267E-05      9.9992E-01      2.4976E+01      1.7502E+02   
   2.4712E+01      4.1741E+02      5.0993E-05      9.9995E-01      2.1517E+01      1.7848E+02   
   2.4887E+01      4.0866E+02      3.0109E-05      9.9997E-01      1.8419E+01      1.8158E+02   
   2.5062E+01      3.9991E+02      1.7324E-05      9.9998E-01      1.5660E+01      1.8434E+02   
   2.5237E+01      3.9116E+02      9.6991E-06      9.9999E-01      1.3219E+01      1.8678E+02   
   2.5412E+01      3.8241E+02      5.2754E-06      9.9999E-01      1.1071E+01      1.8893E+02   
   2.5587E+01      3.7366E+02      2.7825E-06      1.0000E+00      9.1964E+00      1.9080E+02   
   2.5762E+01      3.6491E+02      1.4204E-06      1.0000E+00      7.5714E+00      1.9243E+02   
   2.5937E+01      3.5616E+02      7.0019E-07      1.0000E+00      6.1743E+00      1.9383E+02   
   2.6112E+01      3.4741E+02      3.3250E-07      1.0000E+00      4.9836E+00      1.9502E+02   
   2.6287E+01      3.3866E+02      1.5169E-07      1.0000E+00      3.9783E+00      1.9602E+02   
   2.6462E+01      3.2991E+02      6.6280E-08      1.0000E+00      3.1382E+00      1.9686E+02   
   2.6637E+01      3.2116E+02      2.7645E-08      1.0000E+00      2.4437E+00      1.9756E+02   
   2.6812E+01      3.1241E+02      1.0966E-08      1.0000E+00      1.8764E+00      1.9812E+02   
   2.6987E+01      3.0366E+02      4.1191E-09      1.0000E+00      1.4191E+00      1.9858E+02   
   2.7162E+01      2.9491E+02      1.4584E-09      1.0000E+00      1.0556E+00      1.9894E+02   
