Results for node = 1
    time [s]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      6.9678E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.1873E+01      6.8980E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   1.2250E+02      6.7636E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.0325E+02      6.6290E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.8455E+02      6.4935E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   3.6652E+02      6.3569E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.4707E+02      6.2227E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   5.2829E+02      6.0873E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   6.1116E+02      5.9492E+02      2.9638E-02      9.7036E-01      1.9707E+02      7.9262E+00   
   6.9343E+02      5.8121E+02      4.4864E-02      9.5514E-01      1.7552E+02      2.9476E+01   
   7.7605E+02      5.6744E+02      5.2518E-02      9.4748E-01      1.5228E+02      5.2718E+01   
   8.6078E+02      5.5800E+02      1.9840E-01      8.0160E-01      1.3441E+02      7.0595E+01   
   9.4438E+02      5.5800E+02      1.0000E+00      0.0000E+00      1.3285E+02      7.2145E+01   
   1.0280E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.3179E+02      7.3208E+01   
   1.1116E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.3073E+02      7.4270E+01   
   1.1952E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2967E+02      7.5330E+01   
   1.2788E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2861E+02      7.6389E+01   
   1.3624E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2755E+02      7.7447E+01   
   1.4460E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2650E+02      7.8503E+01   
   1.5296E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2544E+02      7.9556E+01   
   1.6132E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2439E+02      8.0607E+01   
   1.6968E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2334E+02      8.1655E+01   
   1.7804E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2230E+02      8.2701E+01   
   1.8640E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2126E+02      8.3743E+01   
   1.9476E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.2022E+02      8.4781E+01   
   2.0312E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1918E+02      8.5817E+01   
   2.1147E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1815E+02      8.6848E+01   
   2.1983E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1713E+02      8.7875E+01   
   2.2819E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1610E+02      8.8897E+01   
   2.3655E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1508E+02      8.9915E+01   
   2.4491E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1407E+02      9.0928E+01   
   2.5327E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1306E+02      9.1936E+01   
   2.6163E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1206E+02      9.2939E+01   
   2.6999E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1106E+02      9.3936E+01   
   2.7835E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.1007E+02      9.4928E+01   
   2.8671E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0909E+02      9.5914E+01   
   2.9507E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0811E+02      9.6893E+01   
   3.0343E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0713E+02      9.7867E+01   
   3.1179E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0617E+02      9.8834E+01   
   3.2015E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0521E+02      9.9794E+01   
   3.2851E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0425E+02      1.0075E+02   
   3.3687E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0331E+02      1.0169E+02   
   3.4523E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0237E+02      1.0263E+02   
   3.5359E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0143E+02      1.0357E+02   
   3.6195E+03      5.5800E+02      1.0000E+00      0.0000E+00      1.0051E+02      1.0449E+02   
   3.7031E+03      5.5800E+02      1.0000E+00      0.0000E+00      9.9593E+01      1.0541E+02   
   3.7867E+03      5.5800E+02      1.0000E+00      0.0000E+00      9.8684E+01      1.0632E+02   
   3.8703E+03      5.5800E+02      1.0000E+00      0.0000E+00      9.7783E+01      1.0722E+02   
