Results for node = 1
    time [s]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      6.9678E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.1873E+01      6.8980E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   1.2250E+02      6.7636E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.0325E+02      6.6290E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.8455E+02      6.4935E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   3.6652E+02      6.3569E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.4707E+02      6.2227E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   5.2829E+02      6.0873E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   6.1116E+02      5.9492E+02      2.9638E-02      9.7036E-01      1.9707E+02      7.9262E+00   
   6.9343E+02      5.8121E+02      4.4864E-02      9.5514E-01      1.7552E+02      2.9476E+01   
   7.7605E+02      5.6744E+02      5.2518E-02      9.4748E-01      1.5228E+02      5.2718E+01   
   8.6170E+02      5.5316E+02      4.9378E-02      9.5062E-01      1.3056E+02      7.4442E+01   
   9.4674E+02      5.3899E+02      3.9118E-02      9.6088E-01      1.1174E+02      9.3262E+01   
   1.0272E+03      5.2800E+02      1.5250E-01      8.4750E-01      9.8200E+01      1.0680E+02   
   1.1108E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.7630E+01      1.0737E+02   
   1.1944E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.7160E+01      1.0784E+02   
   1.2780E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.6692E+01      1.0831E+02   
   1.3616E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.6225E+01      1.0878E+02   
   1.4452E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.5759E+01      1.0924E+02   
   1.5288E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.5295E+01      1.0971E+02   
   1.6125E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.4832E+01      1.1017E+02   
   1.6961E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.4370E+01      1.1063E+02   
   1.7798E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.3910E+01      1.1109E+02   
   1.8634E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.3451E+01      1.1155E+02   
   1.9471E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.2993E+01      1.1201E+02   
   2.0307E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.2537E+01      1.1246E+02   
   2.1144E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.2082E+01      1.1292E+02   
   2.1981E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.1629E+01      1.1337E+02   
   2.2818E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.1177E+01      1.1382E+02   
   2.3655E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.0727E+01      1.1427E+02   
   2.4492E+03      5.2800E+02      1.0000E+00      0.0000E+00      9.0278E+01      1.1472E+02   
   2.5330E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.9831E+01      1.1517E+02   
   2.6167E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.9385E+01      1.1561E+02   
   2.7004E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.8941E+01      1.1606E+02   
   2.7842E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.8498E+01      1.1650E+02   
   2.8679E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.8057E+01      1.1694E+02   
   2.9517E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.7618E+01      1.1738E+02   
   3.0354E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.7180E+01      1.1782E+02   
   3.1192E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.6744E+01      1.1826E+02   
   3.2030E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.6309E+01      1.1869E+02   
   3.2868E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.5876E+01      1.1912E+02   
   3.3706E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.5445E+01      1.1955E+02   
   3.4544E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.5015E+01      1.1998E+02   
   3.5382E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.4587E+01      1.2041E+02   
   3.6220E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.4161E+01      1.2084E+02   
   3.7058E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.3737E+01      1.2126E+02   
   3.7897E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.3314E+01      1.2169E+02   
   3.8735E+03      5.2800E+02      1.0000E+00      0.0000E+00      8.2893E+01      1.2211E+02   
