Results for node = 1
    time [s]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      6.9678E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.1873E+01      6.8980E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   1.2250E+02      6.7636E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.0325E+02      6.6290E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.8455E+02      6.4935E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   3.6652E+02      6.3569E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.4707E+02      6.2227E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   5.2829E+02      6.0873E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   6.1116E+02      5.9492E+02      2.9638E-02      9.7036E-01      1.9707E+02      7.9262E+00   
   6.9343E+02      5.8121E+02      4.4864E-02      9.5514E-01      1.7552E+02      2.9476E+01   
   7.7605E+02      5.6744E+02      5.2518E-02      9.4748E-01      1.5228E+02      5.2718E+01   
   8.6170E+02      5.5316E+02      4.9378E-02      9.5062E-01      1.3056E+02      7.4442E+01   
   9.4582E+02      5.5300E+02      1.0000E+00      0.0000E+00      1.2674E+02      7.8260E+01   
   1.0300E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.2577E+02      7.9230E+01   
   1.1141E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.2480E+02      8.0198E+01   
   1.1982E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.2384E+02      8.1165E+01   
   1.2824E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.2287E+02      8.2129E+01   
   1.3665E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.2191E+02      8.3092E+01   
   1.4507E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.2095E+02      8.4052E+01   
   1.5348E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1999E+02      8.5009E+01   
   1.6189E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1904E+02      8.5964E+01   
   1.7031E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1808E+02      8.6916E+01   
   1.7872E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1714E+02      8.7864E+01   
   1.8714E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1619E+02      8.8810E+01   
   1.9555E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1525E+02      8.9752E+01   
   2.0396E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1431E+02      9.0690E+01   
   2.1238E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1338E+02      9.1624E+01   
   2.2079E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1245E+02      9.2555E+01   
   2.2920E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1152E+02      9.3481E+01   
   2.3762E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.1060E+02      9.4404E+01   
   2.4603E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0968E+02      9.5321E+01   
   2.5445E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0877E+02      9.6234E+01   
   2.6286E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0786E+02      9.7143E+01   
   2.7127E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0695E+02      9.8046E+01   
   2.7969E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0606E+02      9.8945E+01   
   2.8810E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0516E+02      9.9838E+01   
   2.9652E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0427E+02      1.0073E+02   
   3.0493E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0339E+02      1.0161E+02   
   3.1334E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0251E+02      1.0249E+02   
   3.2176E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0164E+02      1.0336E+02   
   3.3017E+03      5.5300E+02      1.0000E+00      0.0000E+00      1.0078E+02      1.0422E+02   
   3.3859E+03      5.5300E+02      1.0000E+00      0.0000E+00      9.9919E+01      1.0508E+02   
   3.4700E+03      5.5300E+02      1.0000E+00      0.0000E+00      9.9066E+01      1.0593E+02   
   3.5541E+03      5.5300E+02      1.0000E+00      0.0000E+00      9.8219E+01      1.0678E+02   
   3.6383E+03      5.5300E+02      1.0000E+00      0.0000E+00      9.7378E+01      1.0762E+02   
   3.7224E+03      5.5300E+02      1.0000E+00      0.0000E+00      9.6544E+01      1.0846E+02   
   3.8066E+03      5.5300E+02      1.0000E+00      0.0000E+00      9.5716E+01      1.0928E+02   
   3.8907E+03      5.5300E+02      1.0000E+00      0.0000E+00      9.4895E+01      1.1011E+02   
