Results for node = 1
    time [s]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      6.9678E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.1873E+01      6.8980E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   1.2250E+02      6.7636E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.0325E+02      6.6290E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.8455E+02      6.4935E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   3.6652E+02      6.3569E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.4707E+02      6.2227E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   5.2829E+02      6.0873E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   6.1116E+02      5.9492E+02      2.9638E-02      9.7036E-01      1.9707E+02      7.9262E+00   
   6.9334E+02      5.8300E+02      5.9319E-02      9.4068E-01      1.7612E+02      2.8875E+01   
   7.7440E+02      5.8300E+02      5.0722E-01      4.9278E-01      1.6913E+02      3.5870E+01   
   8.5547E+02      5.8300E+02      1.0000E+00      0.0000E+00      1.6786E+02      3.7144E+01   
   9.3654E+02      5.8300E+02      1.0000E+00      0.0000E+00      1.6670E+02      3.8297E+01   
   1.0176E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.6554E+02      3.9462E+01   
   1.0987E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.6436E+02      4.0637E+01   
   1.1797E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.6318E+02      4.1822E+01   
   1.2608E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.6198E+02      4.3016E+01   
   1.3419E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.6078E+02      4.4219E+01   
   1.4229E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5957E+02      4.5431E+01   
   1.5040E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5835E+02      4.6650E+01   
   1.5851E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5712E+02      4.7877E+01   
   1.6661E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5589E+02      4.9110E+01   
   1.7472E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5465E+02      5.0348E+01   
   1.8283E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5341E+02      5.1592E+01   
   1.9094E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5216E+02      5.2841E+01   
   1.9904E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.5091E+02      5.4094E+01   
   2.0715E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4965E+02      5.5351E+01   
   2.1526E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4839E+02      5.6610E+01   
   2.2336E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4713E+02      5.7872E+01   
   2.3147E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4587E+02      5.9135E+01   
   2.3958E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4460E+02      6.0399E+01   
   2.4768E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4334E+02      6.1664E+01   
   2.5579E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4207E+02      6.2929E+01   
   2.6390E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.4081E+02      6.4193E+01   
   2.7200E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3954E+02      6.5455E+01   
   2.8011E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3828E+02      6.6716E+01   
   2.8822E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3703E+02      6.7974E+01   
   2.9632E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3577E+02      6.9229E+01   
   3.0443E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3452E+02      7.0481E+01   
   3.1254E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3327E+02      7.1728E+01   
   3.2064E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3203E+02      7.2971E+01   
   3.2875E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.3079E+02      7.4208E+01   
   3.3686E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.2956E+02      7.5440E+01   
   3.4496E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.2833E+02      7.6665E+01   
   3.5307E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.2712E+02      7.7884E+01   
   3.6118E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.2590E+02      7.9095E+01   
   3.6928E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.2470E+02      8.0299E+01   
   3.7739E+03      5.8300E+02      1.0000E+00      0.0000E+00      1.2351E+02      8.1494E+01   
