Results for node = 1
    time [s]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      6.9678E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.1873E+01      6.8980E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   1.2250E+02      6.7636E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.0325E+02      6.6290E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.8455E+02      6.4935E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   3.6652E+02      6.3569E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.4707E+02      6.2227E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   5.2829E+02      6.0873E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   6.0856E+02      6.0300E+02      9.8065E-02      9.0194E-01      2.0221E+02      2.7856E+00   
   6.9044E+02      6.0300E+02      4.6840E-01      5.3160E-01      2.0076E+02      4.2393E+00   
   7.7231E+02      6.0300E+02      1.0000E+00      0.0000E+00      2.0032E+02      4.6768E+00   
   8.5419E+02      6.0300E+02      1.0000E+00      0.0000E+00      1.9996E+02      5.0446E+00   
   9.3607E+02      6.0300E+02      1.0000E+00      0.0000E+00      1.9957E+02      5.4284E+00   
   1.0180E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9917E+02      5.8281E+00   
   1.0998E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9876E+02      6.2439E+00   
   1.1817E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9832E+02      6.6758E+00   
   1.2636E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9788E+02      7.1238E+00   
   1.3455E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9741E+02      7.5881E+00   
   1.4274E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9693E+02      8.0686E+00   
   1.5092E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9643E+02      8.5652E+00   
   1.5911E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9592E+02      9.0781E+00   
   1.6730E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9539E+02      9.6071E+00   
   1.7549E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9485E+02      1.0152E+01   
   1.8368E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9429E+02      1.0713E+01   
   1.9186E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9371E+02      1.1291E+01   
   2.0005E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9312E+02      1.1884E+01   
   2.0824E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9251E+02      1.2492E+01   
   2.1643E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9188E+02      1.3117E+01   
   2.2462E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9124E+02      1.3757E+01   
   2.3280E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.9059E+02      1.4413E+01   
   2.4099E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8992E+02      1.5083E+01   
   2.4918E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8923E+02      1.5769E+01   
   2.5737E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8853E+02      1.6470E+01   
   2.6555E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8781E+02      1.7186E+01   
   2.7374E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8708E+02      1.7916E+01   
   2.8193E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8634E+02      1.8660E+01   
   2.9012E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8558E+02      1.9418E+01   
   2.9831E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8481E+02      2.0191E+01   
   3.0649E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8402E+02      2.0977E+01   
   3.1468E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8322E+02      2.1776E+01   
   3.2287E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8241E+02      2.2588E+01   
   3.3106E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8159E+02      2.3413E+01   
   3.3925E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.8075E+02      2.4250E+01   
   3.4743E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.7990E+02      2.5099E+01   
   3.5562E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.7904E+02      2.5961E+01   
   3.6381E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.7817E+02      2.6834E+01   
   3.7200E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.7728E+02      2.7717E+01   
   3.8019E+03      6.0300E+02      1.0000E+00      0.0000E+00      1.7639E+02      2.8612E+01   
