Results for node = 1
    time [s]    temperature [K]    growth [/]    nucleation [/]   Css [wt.ppm]    Cp [wt.ppm]   
   0.0000E+00      6.9678E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.1873E+01      6.8980E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   1.2250E+02      6.7636E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.0325E+02      6.6290E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   2.8455E+02      6.4935E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   3.6652E+02      6.3569E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   4.4707E+02      6.2227E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   5.2829E+02      6.0873E+02      0.0000E+00      0.0000E+00      2.0500E+02      0.0000E+00   
   6.1116E+02      5.9492E+02      2.9638E-02      9.7036E-01      1.9707E+02      7.9262E+00   
   6.9156E+02      5.8800E+02      1.0805E-01      8.9195E-01      1.8039E+02      2.4605E+01   
   7.7445E+02      5.8800E+02      7.5110E-01      2.4890E-01      1.7645E+02      2.8549E+01   
   8.5734E+02      5.8800E+02      1.0000E+00      0.0000E+00      1.7537E+02      2.9630E+01   
   9.4023E+02      5.8800E+02      1.0000E+00      0.0000E+00      1.7429E+02      3.0710E+01   
   1.0231E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.7320E+02      3.1804E+01   
   1.1060E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.7209E+02      3.2912E+01   
   1.1889E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.7097E+02      3.4034E+01   
   1.2718E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6983E+02      3.5169E+01   
   1.3547E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6868E+02      3.6316E+01   
   1.4376E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6752E+02      3.7475E+01   
   1.5205E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6635E+02      3.8646E+01   
   1.6033E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6517E+02      3.9827E+01   
   1.6862E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6398E+02      4.1019E+01   
   1.7691E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6278E+02      4.2220E+01   
   1.8520E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6157E+02      4.3429E+01   
   1.9349E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.6035E+02      4.4648E+01   
   2.0178E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5913E+02      4.5873E+01   
   2.1007E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5789E+02      4.7106E+01   
   2.1836E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5665E+02      4.8345E+01   
   2.2665E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5541E+02      4.9590E+01   
   2.3493E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5416E+02      5.0840E+01   
   2.4322E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5291E+02      5.2095E+01   
   2.5151E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5165E+02      5.3353E+01   
   2.5980E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.5039E+02      5.4614E+01   
   2.6809E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4912E+02      5.5878E+01   
   2.7638E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4786E+02      5.7144E+01   
   2.8467E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4659E+02      5.8410E+01   
   2.9296E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4532E+02      5.9678E+01   
   3.0125E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4406E+02      6.0945E+01   
   3.0954E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4279E+02      6.2211E+01   
   3.1782E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4152E+02      6.3476E+01   
   3.2611E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.4026E+02      6.4739E+01   
   3.3440E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.3900E+02      6.6000E+01   
   3.4269E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.3774E+02      6.7257E+01   
   3.5098E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.3649E+02      6.8510E+01   
   3.5927E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.3524E+02      6.9759E+01   
   3.6756E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.3400E+02      7.1003E+01   
   3.7585E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.3276E+02      7.2241E+01   
   3.8414E+03      5.8800E+02      1.0000E+00      0.0000E+00      1.3153E+02      7.3473E+01   
