H1 	0.088 	0.044 	257.5 	1215 
H2 	0.096 	0.177 	267.2 	330 
H3 	0.089 	0.310 	276.9 	210 
H4 	0.092 	0.442 	285.9 	102 
H5 	0.086 	0.572 	293.9 	50 
H6 	0.086 	0.699 	301.8 	39 
H7 	0.226 	0.896 	315.4 	26 
H8 	0.216 	1.158 	338.0 	26 
H9 	0.209 	1.412 	359.8 	25 
H10 	0.213 	1.664 	381.5 	19 
H11 	0.202 	1.913 	398.6 	15 
H12 	0.212 	2.162 	415.4 	15 
H13 	0.218 	2.418 	432.8 	21 
