H1 	0.089 	0.045 	421.1 	3370 
H2 	0.094 	0.175 	430.8 	883 
H3 	0.089 	0.306 	440.4 	293 
H4 	0.094 	0.436 	450.1 	301 
H5 	0.229 	0.637 	464.9 	245 
H6 	0.213 	0.897 	484.3 	212 
H7 	0.353 	1.219 	509.0 	184 
H8 	0.368 	1.618 	539.6 	164 
H9 	0.345 	2.014 	560.8 	150 
H10 	0.313 	2.382 	579.1 	143 
